outcode,postcode,num_meters,total_cons_kwh,mean_cons_kwh,median_cons_kwh,Latitude_Longitude
SY24,All postcodes,658,6449811.573923307,9802.145249123569,8373.25974181474,"(52.4730987, -4.0269546)"
SY3,All postcodes,14696,156062662.96093357,10619.397316340062,9219.694002301205,"(52.701957, -2.7715612)"
SY4,All postcodes,6725,74220450.53801775,11036.49822126658,9659.868218317535,"(51.46324, -0.4489473)"
SY5,All postcodes,3837,39980127.45077265,10419.63186103014,8726.117421769306,"(51.4632204, -0.4549924)"
SY6,All postcodes,2072,26712916.49882631,12892.334217580266,11257.79930127778,"(51.4632177, -0.4683722)"
SY7,All postcodes,1064,10715603.240784183,10071.055677428743,8337.883337883282,"(52.3611746, -2.8765565)"
SY8,All postcodes,5180,52388218.574969225,10113.555709453518,8424.432337475648,"(52.3331858, -2.7992657)"
TA1,All postcodes,16924,157009924.42474416,9277.35313310944,7845.551651299059,"(51.4753682, -0.4256612)"
TA10,All postcodes,1997,20185319.310501803,10107.8213873319,7938.653131913511,"(51.0224596, -2.8717353)"
TA11,All postcodes,2907,30889866.44963213,10626.02905044105,9060.876355227088,"(51.0547421, -2.7365948)"
TA12,All postcodes,2194,21731349.79288162,9904.899632124712,8047.772071557652,"(50.9808098, -2.7435145)"
TA13,All postcodes,1523,16154928.200665036,10607.30676340449,8972.346229070912,"(50.9334488, -2.8050276)"
TA14,All postcodes,1112,11698525.725432456,10520.256947331349,8996.088869397825,"(50.9555533, -2.7480321)"
TA15,All postcodes,294,3164983.636407206,10765.250463970087,8423.681813176305,"(51.023134299999995, -3.0765783915022147)"
TA16,All postcodes,702,7361302.447986889,10486.185823343149,8931.735591795063,"(50.9064286, -2.7940004)"
TA17,All postcodes,185,2623922.249951242,14183.363513249957,11629.67634721846,"(None, None)"
TA18,All postcodes,3478,32800127.348643504,9430.743918528897,8045.269343584722,"(50.891253, -2.818681599057891)"
TA19,All postcodes,2767,26078244.900207784,9424.736140299165,7854.561472004727,"(50.9468702, -2.8511168)"
TA2,All postcodes,12866,112065947.67749669,8710.239987369554,7396.562252854332,"(51.4743596, -0.4248912)"
TA20,All postcodes,6884,62673993.51930462,9104.29888426854,7951.16677178225,"(50.8706251, -2.9699901)"
TA21,All postcodes,7096,62229869.25324223,8769.710999611363,7565.246118269424,"(50.9721281, -3.2187648)"
TA23,All postcodes,1918,15485489.168106344,8073.769117886519,7043.677608593721,"(51.1795167, -3.3280103)"
TA24,All postcodes,5654,55306730.500168525,9781.876636039711,8103.33263256941,"(51.1827569, -3.3853639)"
TA3,All postcodes,2812,32880809.68632774,11693.033316617262,10121.532470393053,"(51.4753265, -0.4238266)"
TA4,All postcodes,6197,66361297.41286098,10708.616655294656,9035.84907549097,"(51.4743644, -0.4227322)"
TA5,All postcodes,2849,25867482.44832333,9079.495418856908,7781.481815178228,"(51.4754702, -0.4215734)"
TA6,All postcodes,19803,165834721.3554256,8374.222156007958,7201.850016518344,"(51.4755671, -0.4205542)"
TA7,All postcodes,1455,14328675.225310158,9847.886752790486,8401.157261414934,"(51.0853721, -2.9490394)"
TA8,All postcodes,6979,67931255.60201272,9733.66608425458,8486.250012514896,"(51.2955246, -3.0103806)"
TA9,All postcodes,4152,37865779.12235446,9119.888998640285,7722.917980599361,"(51.2033241, -2.9868597)"
TD1,All postcodes,7289,79964602.6281746,10970.586174807877,9459.31064860568,"(55.6502828, -2.8692151)"
TD11,All postcodes,1485,18240702.492198635,12283.301341547902,10415.35273448044,"(55.8078044, -2.4921653)"
TD12,All postcodes,1127,13094307.390394377,11618.728829098824,9846.732938903611,"(55.6218965, -2.2909348)"
TD14,All postcodes,1999,23187918.81392736,11599.759286606984,10103.012283388616,"(55.8430728, -2.1285572)"
TD15,All postcodes,6222,69724813.80523533,11206.17386776524,9440.433834783324,"(55.7784553, -2.0200929)"
TD2,All postcodes,769,11141583.775505632,14488.40542978626,13258.45171236634,"(55.7880708, -2.7982349)"
TD4,All postcodes,503,6712919.409188049,13345.764232978228,11844.91095293872,"(55.6579447, -2.6350844)"
TD5,All postcodes,3811,42809433.178302325,11233.123373996936,9555.415402789013,"(55.6284801, -2.4188438)"
TD6,All postcodes,2987,39528281.15789803,13233.43861998595,11004.995445035349,"(55.5657376, -2.6310998)"
TD7,All postcodes,2662,31044875.144604716,11662.237094141516,9813.196384058358,"(55.5482107, -2.8396993)"
TD8,All postcodes,2193,25062630.646814473,11428.468147202222,9832.717662252197,"(55.49126, -2.4788)"
TD9,All postcodes,6827,73332220.35058126,10741.499978113558,9341.181888259463,"(55.4254861, -2.7844561)"
TF1,All postcodes,18070,181189039.8457425,10027.063632857911,8848.343266460291,"(52.689804, -2.4925579)"
TF10,All postcodes,7694,81732085.48567516,10622.83408963805,9316.62888184722,"(52.7733755, -2.3808225)"
TF11,All postcodes,4121,39888755.5579377,9679.38742002856,8641.052119313807,"(52.6392484, -2.4130835)"
TF12,All postcodes,2382,24851008.384906124,10432.833075107525,9277.063624889735,"(52.6207982, -2.4874166)"
TF13,All postcodes,1073,12643434.717728678,11783.25695967258,10388.847345368971,"(52.5946451, -2.5607851)"
TF2,All postcodes,17649,179241785.33479565,10155.917351396434,9191.009191007048,"(52.6958129, -2.4501769)"
TF3,All postcodes,10851,105216019.3077508,9696.435287784609,8750.845707367816,"(52.6755629, -2.4515757)"
TF4,All postcodes,10077,94334794.8759938,9361.39673275715,8418.497548933014,"(52.6514713, -2.4687308)"
TF5,All postcodes,1950,22388122.813177507,11481.088622142312,10737.516172298703,"(None, None)"
TF6,All postcodes,1707,17950782.387644596,10515.982652398709,9738.987999857887,"(52.6812991, -2.5934345)"
TF7,All postcodes,7921,77561569.54592602,9791.891118031312,8595.552073813522,"(52.6392601, -2.4399209)"
TF8,All postcodes,1321,16785367.72619541,12706.56148841439,10591.61928727119,"(52.6432517, -2.4985626)"
TF9,All postcodes,7143,80331079.9142495,11246.12626546962,9800.314148141484,"(52.9058356, -2.4794995)"
TN1,All postcodes,4979,58444750.201309726,11738.250693173271,9029.302604787015,"(51.1266988, 0.2622365)"
TN10,All postcodes,6689,77345395.13159974,11563.072975272797,10392.423163675452,"(51.204011, 0.2715219)"
TN11,All postcodes,4254,59761096.34198765,14048.21258626884,11790.942976288963,"(51.2239016, 0.3381213)"
TN12,All postcodes,9707,105922751.16724972,10911.996617621277,9535.86093976655,"(51.1506853, 0.3997846)"
TN13,All postcodes,9774,167274306.65525475,17114.2118534126,14231.49715908278,"(51.2703003, 0.1918767)"
TN14,All postcodes,5203,77462551.84398314,14888.055322695203,12643.017970854067,"(51.2464215, 0.128027)"
TN15,All postcodes,8021,120039509.80129066,14965.653883716575,12508.401090497997,"(51.2743244, 0.2249634)"
TN16,All postcodes,7303,106589561.79820848,14595.31176204416,12920.229028184547,"(51.2671776, 0.071166)"
TN17,All postcodes,3222,42483216.07021775,13185.355701495268,10756.387321681674,"(51.10868465, 0.561736518939081)"
TN18,All postcodes,2147,26238491.338860907,12221.002020894692,9668.483495970477,"(51.0491591, 0.5009362)"
TN19,All postcodes,1146,14883545.843585107,12987.387298067284,10814.22272213302,"(50.9952643, 0.4292256)"
TN2,All postcodes,11782,151359111.15175718,12846.63988726508,10768.353266600549,"(51.1457062, 0.2875816)"
TN20,All postcodes,1066,17588588.130469576,16499.613630834498,13682.559435845782,"(50.9940277, 0.2132424)"
TN21,All postcodes,5153,61160608.65219803,11868.932399029309,10053.388057588963,"(50.9572318, 0.3274669)"
TN22,All postcodes,7928,89907908.04791756,11340.55348737608,9804.596119443624,"(50.970800600000004, 0.09651478418181894)"
TN23,All postcodes,16817,157855089.73100474,9386.63790991287,8414.053603443186,"(51.1302212, 0.8530323)"
TN24,All postcodes,13515,138932435.13972652,10279.869414704144,9153.947864380178,"(51.1362561, 0.9071259)"
TN25,All postcodes,4892,55385890.54188599,11321.72742066353,9677.95653569909,"(51.2264212, 0.8753965)"
TN26,All postcodes,1945,22345214.914081883,11488.542372278604,9556.80134337726,"(51.107908, 0.822734)"
TN27,All postcodes,3992,46601891.04854196,11673.820402941374,9749.752205223458,"(51.2105637, 0.7946688)"
TN28,All postcodes,3997,45358560.38353699,11348.151209291214,10047.405085127184,"(50.9852943, 0.9326862)"
TN29,All postcodes,4692,47532599.491430394,10130.562551455754,8909.144574540687,"(51.0235898, 0.9897273)"
TN3,All postcodes,2879,54753841.146936096,19018.35399337829,16888.93409357014,"(51.0826725, 0.2702687)"
TN30,All postcodes,3552,42272369.14260837,11901.004826184788,10195.982234560115,"(51.0698942, 0.6991774)"
TN31,All postcodes,4484,52062750.89214113,11610.78298219026,9653.027483781349,"(50.9526657, 0.735504)"
TN32,All postcodes,1074,13726861.708647383,12781.06304343332,10919.921902266027,"(50.9645346, 0.4809507)"
TN33,All postcodes,3465,45230341.38635944,13053.48957759291,10887.015553734562,"(50.8829071, 0.426427)"
TN34,All postcodes,13174,134043523.5937035,10174.85377210441,8683.785945202562,"(50.8559144, 0.5805923)"
TN35,All postcodes,7102,78274363.76093994,11021.453641360173,9512.926211999373,"(50.9173305, 0.5768949)"
TN36,All postcodes,926,11401769.057632267,12312.925548198991,10314.644521691098,"(50.9162139, 0.7235086)"
TN37,All postcodes,8268,82693884.49972889,10001.679305724345,8666.834189897048,"(50.8827939, 0.5626054)"
TN38,All postcodes,11778,113685026.42598158,9652.320124467786,8082.995793969426,"(50.8560557, 0.5524667)"
TN39,All postcodes,11691,138395844.8223798,11837.810693899564,10318.633169996929,"(50.8457566, 0.4469888)"
TN4,All postcodes,12143,161380815.80351305,13290.028477601338,11016.646623712068,"(51.140233, 0.2558156)"
TN40,All postcodes,7906,77282556.66779801,9775.177924082724,8431.005358748254,"(50.8441351, 0.5004203)"
TN5,All postcodes,2873,41516389.01099474,14450.53568081961,11750.557912182028,"(51.0499735, 0.422819)"
TN6,All postcodes,9519,136169393.10279867,14305.01030599839,12365.806913524804,"(51.0885232, 0.1547858)"
TN7,All postcodes,466,7376371.753416025,15829.123934369152,12960.115511255037,"(51.0888051, 0.0857232)"
TN8,All postcodes,3990,44464677.90207212,11144.029549391507,9546.874356516486,"(51.1727043, 0.0882365)"
TN9,All postcodes,7359,81221428.0708507,11037.01971339186,9492.98297046696,"(51.1932724, 0.2743944)"
TQ1,All postcodes,13473,136054604.17652082,10098.315458808049,7897.608393147809,"(50.4603981, -3.4922455)"
TQ10,All postcodes,1059,10130134.69707036,9565.755143598071,8135.868096224951,"(50.431399, -3.8381275)"
TQ11,All postcodes,1539,13849564.050091432,8999.066959123738,7293.950405942319,"(50.5015867, -3.8289822)"
TQ12,All postcodes,22297,201699823.07095084,9046.052072967252,7717.41197905817,"(50.5306192, -3.6096684)"
TQ13,All postcodes,8271,81445655.463852,9847.135227161409,8240.982671111798,"(50.5918812, -3.6697686)"
TQ14,All postcodes,8530,86032501.96905161,10085.87361888061,8491.75601405561,"(50.5481383, -3.4943224)"
TQ2,All postcodes,14205,137397431.65238467,9672.469669298463,7995.715329707563,"(50.5004336, -3.5307189)"
TQ3,All postcodes,12757,118010291.0664922,9250.630325820508,8042.766615613095,"(50.4442557, -3.5632243)"
TQ4,All postcodes,8748,81265053.64570388,9289.558029915854,7869.577839844544,"(50.4316041, -3.5576777)"
TQ5,All postcodes,8424,81568203.68598509,9682.83519539234,8199.93793234774,"(50.3822742, -3.5355444)"
TQ6,All postcodes,3101,29957926.208389793,9660.730799222763,7789.286782770359,"(50.3435486, -3.5608624)"
TQ7,All postcodes,3037,27958704.648745287,9206.02721394313,7398.06388963999,"(50.2731365, -3.6944136)"
TQ8,All postcodes,1451,14734739.118331164,10154.88567769205,8079.806989618853,"(50.2279678, -3.7825161)"
TQ9,All postcodes,5722,57440658.351377465,10038.563151236887,8217.457028160166,"(50.4320573, -3.6763283)"
TR1,All postcodes,9464,85631303.5433234,9048.108996547273,7384.549158582266,"(50.2688073, -5.0503757)"
TR10,All postcodes,3594,28888193.22364068,8037.894608692454,6606.200758826995,"(50.1646376, -5.1199482)"
TR11,All postcodes,9532,84458207.42401667,8860.491756611065,7049.657578088223,"(50.1522431, -5.0700169)"
TR12,All postcodes,6,173528.63416304498,28921.43902717416,33085.76227606163,"(50.0802012, -5.1378384)"
TR13,All postcodes,4787,37957885.20883454,7929.368123842603,6655.254227108286,"(50.1089304, -5.3342445)"
TR14,All postcodes,8909,69128087.57406661,7759.354312949446,6413.991250462838,"(50.2163558, -5.2752457)"
TR15,All postcodes,8046,63948386.21408207,7947.848149898343,6517.604188566542,"(50.2319618, -5.2570713)"
TR16,All postcodes,1807,16135604.240566935,8929.498749621991,7313.724171736736,"(50.2072338, -5.258331)"
TR18,All postcodes,8275,66298578.19288002,8011.912772553476,6382.9574235906875,"(50.1491761, -5.4930233)"
TR2,All postcodes,1614,14705486.070177946,9111.205743604676,7820.524371564883,"(50.3159425, -4.927709)"
TR20,All postcodes,782,7162548.513576566,9159.269198947017,6974.101770930281,"(50.154079, -5.4698094)"
TR26,All postcodes,5961,55285827.83448819,9274.589470640529,7378.042065851433,"(50.1782784, -5.4439863)"
TR27,All postcodes,5102,39745465.51252101,7790.173561842614,6489.573635261741,"(50.1999715, -5.4004857)"
TR3,All postcodes,3135,30288839.64590818,9661.51184877454,8223.964120891244,"(50.2129247, -5.0972321)"
TR4,All postcodes,63,1105511.4837407554,17547.80132921834,12915.077434403482,"(50.2805676, -5.204821)"
TR7,All postcodes,9058,79630517.29979794,8791.180978118562,7076.213072248169,"(50.4215452, -5.0554156)"
TR8,All postcodes,1443,11522070.429142222,7984.802792198352,6007.548227568112,"(50.3669517, -5.0562865)"
TR9,All postcodes,1792,15919739.399942089,8883.783147289112,7113.253446256618,"(50.4347158, -4.9379129)"
TS1,All postcodes,6758,75408598.57089236,11158.419439315236,8697.363823808731,"(52.4099287, -1.5089593)"
TS10,All postcodes,17265,173864377.4197452,10070.337527931955,8992.623430818318,"(54.605165, -1.051355)"
TS11,All postcodes,5229,57721830.31503278,11038.789503735472,10218.934998596527,"(51.023134299999995, -3.0765783915022147)"
TS12,All postcodes,10091,110560071.10017994,10956.304736912094,9833.1291121057,"(54.5840289, -0.9733725)"
TS13,All postcodes,4016,39981414.53089656,9955.53150669735,8907.490244130644,"(54.5339573, -0.7554021)"
TS14,All postcodes,8365,95246309.80206124,11386.289276994768,10325.22845712194,"(54.5248361, -1.0583618)"
TS15,All postcodes,6021,79051730.11131948,13129.33567701702,11590.907972500176,"(54.4479089, -1.2793388)"
TS16,All postcodes,4638,57673591.06657058,12435.01316657408,11206.578384043703,"(54.5296842, -1.3485767)"
TS17,All postcodes,19326,209793894.0184061,10855.525924578602,9893.171179018029,"(54.5224607, -1.3066499)"
TS18,All postcodes,11177,129603880.39054136,11595.58740185572,9895.133629575654,"(54.5668037, -1.3123642)"
TS19,All postcodes,16245,166059430.2220003,10222.187148168689,9403.034284561834,"(54.5717348, -1.319589)"
TS2,All postcodes,546,6198817.079833134,11353.14483485922,8506.066521929992,"(52.2421045, -0.8767927)"
TS20,All postcodes,9525,99263051.46617147,10421.317739230602,9331.18778018766,"(None, None)"
TS21,All postcodes,5464,67960874.43922947,12437.934560620328,11352.239790169771,"(54.6666853, -1.4483754)"
TS22,All postcodes,4850,72641370.4155445,14977.602147534948,13282.745520666149,"(None, None)"
TS23,All postcodes,12340,122860580.23625928,9956.286891106907,9249.00718957184,"(54.6126794, -1.2784721)"
TS24,All postcodes,10551,97371869.64748846,9228.686347027624,8083.223841229524,"(54.7011438, -1.1920834)"
TS25,All postcodes,17740,179756651.7328427,10132.843953373322,9285.422541102414,"(54.6439261, -1.2400958)"
TS26,All postcodes,11460,139863078.41398868,12204.457104187491,10685.93727701878,"(54.6884498, -1.2260755)"
TS27,All postcodes,5217,58843878.175589,11279.255927849148,10360.659609960832,"(54.7093282, -1.2440321)"
TS28,All postcodes,2521,28431041.88009567,11277.684204718633,10371.485795552802,"(54.7375492, -1.3714325)"
TS29,All postcodes,2728,30935305.6010388,11339.921408005424,10586.041109979167,"(None, None)"
TS3,All postcodes,12493,118729502.74198408,9503.68228143633,8650.122286688558,"(52.4096117, -1.5093375)"
TS4,All postcodes,7905,78540470.02760537,9935.543330500364,8809.44056466367,"(52.4093838, -1.5094817)"
TS5,All postcodes,16953,204042409.21143577,12035.770023679335,10827.169789037716,"(52.4089928, -1.510329)"
TS6,All postcodes,14013,143607217.89119744,10248.14228867462,9443.9513787441,"(None, None)"
TS7,All postcodes,10134,131448799.33888195,12971.06762767732,11692.772536918732,"(None, None)"
TS8,All postcodes,10368,102358835.584477,9872.572876589218,8985.241940643271,"(54.5026029, -1.2181201)"
TS9,All postcodes,4639,57839261.42810146,12468.04514509624,11021.056930973971,"(54.489008, -1.1412267)"
TW1,All postcodes,10459,145410381.2561066,13902.89523435382,11393.859465077272,"(51.513949350000004, -0.11570160272229678)"
TW10,All postcodes,7960,112016306.28810903,14072.400287450884,10867.328078011153,"(51.4633251, -0.2826242)"
TW11,All postcodes,9966,127747763.15814158,12818.358735514908,10678.11009865992,"(51.4320517, -0.345837)"
TW12,All postcodes,9545,121897258.61099689,12770.797130539222,10852.114881049703,"(51.4261622, -0.3779561)"
TW13,All postcodes,11790,128830049.44431476,10927.061021570378,9743.82799308415,"(51.43661245, -0.3754254)"
TW14,All postcodes,9596,109024623.521288,11361.465560784494,10146.469642017468,"(51.4502819, -0.4439145)"
TW15,All postcodes,11202,137375282.3919469,12263.460309939914,11149.07732118586,"(51.4360527, -0.4556654)"
TW16,All postcodes,7880,99874499.6899606,12674.42889466505,11137.087991685832,"(51.4176437, -0.4303779)"
TW17,All postcodes,5851,75372744.0560051,12882.02769714666,11552.122658914008,"(51.3965513, -0.4471122)"
TW18,All postcodes,10090,126357405.3804424,12523.033238894192,11067.1502362903,"(51.4335308, -0.5125775)"
TW19,All postcodes,6270,80062115.35035124,12769.077408349482,10777.907662181571,"(51.4562644, -0.5551742)"
