Local authority code,Total annual income (£)
E08000033,40900
E08000033,36400
E08000033,34200
E08000033,42100
E08000033,49500
E08000034,44000
E08000034,36200
E08000034,40600
E08000034,41700
E08000034,33200
E08000034,37900
E08000034,35300
E08000034,36800
E08000034,32200
E08000034,25100
E08000034,32400
E08000034,32200
E08000034,32600
E08000034,36200
E08000034,40100
E08000034,32500
E08000034,32000
E08000034,34200
E08000034,32000
E08000034,42800
E08000034,39300
E08000034,42800
E08000034,29700
E08000034,32700
E08000034,30000
E08000034,41500
E08000034,45900
E08000034,34600
E08000034,27500
E08000034,45300
E08000034,32600
E08000034,44700
E08000034,38200
E08000034,35100
E08000034,28700
E08000034,45700
E08000034,35200
E08000034,38000
E08000034,31900
E08000034,33300
E08000034,35900
E08000034,31900
E08000034,28100
E08000034,39100
E08000034,33300
E08000034,42100
E08000034,31400
E08000034,31500
E08000034,40200
E08000034,37500
E08000034,47900
E08000034,41400
E08000034,45500
E08000034,42500
E08000034,42200
E08000034,51700
E08000034,48600
E08000034,48400
E08000034,47200
E08000035,59800
E08000035,45300
E08000035,43100
E08000035,44800
E08000035,53800
E08000035,62800
E08000035,60900
E08000035,60700
E08000035,49700
E08000035,37000
E08000035,42400
E08000035,63800
E08000035,47300
E08000035,54300
E08000035,54300
E08000035,62600
E08000035,40900
E08000035,37200
E08000035,42800
E08000035,59700
E08000035,61400
E08000035,60800
E08000035,55900
E08000035,60900
E08000035,44400
E08000035,60200
E08000035,46900
E08000035,42000
E08000035,53900
E08000035,49400
E08000035,50400
E08000035,34800
E08000035,59600
E08000035,27600
E08000035,47300
E08000035,31300
E08000035,53400
E08000035,33300
E08000035,30700
E08000035,33800
E08000035,42100
E08000035,38600
E08000035,30800
E08000035,32100
E08000035,27500
E08000035,30100
E08000035,37400
E08000035,41600
E08000035,28400
E08000035,32300
E08000035,29100
E08000035,35100
E08000035,43400
E08000035,31400
E08000035,35400
E08000035,32200
E08000035,38200
E08000035,41400
E08000035,30200
E08000035,29300
E08000035,28300
E08000035,43200
E08000035,38100
E08000035,37700
E08000035,46000
E08000035,32200
E08000035,28600
E08000035,29900
E08000035,56200
E08000035,42000
E08000035,38700
E08000035,43800
E08000035,52300
E08000035,28700
E08000035,41700
E08000035,34800
E08000035,37600
E08000035,36000
E08000035,43800
E08000035,28400
E08000035,27500
E08000035,41100
E08000035,43900
E08000035,41200
E08000035,32500
E08000035,37400
E08000035,29300
E08000035,48100
E08000035,31300
E08000035,43200
E08000035,41800
E08000035,46700
E08000035,38900
E08000035,39800
E08000035,45900
E08000035,29100
E08000035,41900
E08000035,42200
E08000035,37000
E08000035,48900
E08000035,45100
E08000035,39800
E08000035,51900
E08000035,55300
E08000035,43300
E08000035,49600
E08000035,42900
E08000036,31900
E08000036,33900
E08000036,36400
E08000036,35600
E08000036,43200
E08000036,49900
E08000036,46600
E08000036,42900
E08000036,44500
E08000036,33000
E08000036,31600
E08000036,44500
E08000036,44800
E08000036,47100
E08000036,35800
E08000036,36200
E08000036,38000
E08000036,33500
E08000036,41700
E08000036,35600
E08000036,41300
E08000036,39800
E08000036,43600
E08000036,40500
E08000036,38900
E08000036,34800
E08000036,34100
E08000036,39600
E08000036,39200
E08000036,34800
E08000036,42500
E08000036,44600
E08000036,66800
E08000036,50200
E08000036,45200
E08000036,45400
E08000036,38900
E08000036,53600
E08000036,33700
E08000036,34400
E08000036,39600
E08000036,33400
E08000036,32500
E08000036,38100
E08000036,33300
E06000015,51300
E06000015,48500
E06000015,51400
E06000015,35400
E06000015,49000
E06000015,36700
E06000015,32700
E06000015,32100
E06000015,37800
E06000015,41300
E06000015,34700
E06000015,35300
E06000015,33200
E06000015,36600
E06000015,47100
E06000015,31600
E06000015,44500
E06000015,31900
E06000015,46200
E06000015,32900
E06000015,53200
E06000015,45900
E06000015,34100
E06000015,38700
E06000015,35700
E06000015,33900
E06000015,39200
E06000015,34800
E06000015,35700
E06000015,42700
E06000015,45900
E06000016,40000
E06000016,38900
E06000016,30800
E06000016,37400
E06000016,36200
E06000016,32300
E06000016,33500
E06000016,40200
E06000016,43200
E06000016,31100
E06000016,32200
E06000016,33000
E06000016,37500
E06000016,35300
E06000016,31200
E06000016,29900
E06000016,32500
E06000016,45700
E06000016,35600
E06000016,31300
E06000016,35800
E06000016,43200
E06000016,32400
E06000016,39500
E06000016,32600
E06000016,42900
E06000016,43300
E06000016,36100
E06000016,58600
E06000016,39300
E06000016,32500
E06000016,32700
E06000016,39400
E06000016,42300
E06000016,36100
E06000016,39300
E06000016,39700
E06000018,38100
E06000018,29500
E06000018,33800
E06000018,32000
E06000018,35400
E06000018,41700
E06000018,33700
E06000018,35800
E06000018,44400
E06000018,33200
E06000018,40100
E06000018,34200
E06000018,34600
E06000018,46400
E06000018,38000
E06000018,36200
E06000018,29800
E06000018,39500
E06000018,32700
E06000018,31600
E06000018,30300
E06000018,27100
E06000018,36700
E06000018,35100
E06000018,28600
E06000018,49000
E06000018,43900
E06000018,35000
E06000018,50400
E06000018,32200
E06000018,32800
E06000018,43200
E06000018,32600
E06000018,33200
E06000018,33900
E06000018,32500
E06000018,43600
E06000018,35600
E06000017,50900
E06000017,45400
E06000017,44400
E06000017,47000
E06000017,47800
E07000032,36200
E07000032,44800
E07000032,31900
E07000032,39500
E07000032,36300
E07000032,38500
E07000032,43700
E07000032,34100
E07000032,43000
E07000032,38700
E07000032,41600
E07000032,39100
E07000032,37600
E07000032,40200
E07000032,53600
E07000032,35500
E07000033,39800
E07000033,36600
E07000033,32100
E07000033,34300
E07000033,35900
E07000033,34600
E07000033,37100
E07000033,38600
E07000033,37300
E07000033,40900
E07000034,33800
E07000034,32600
E07000034,33500
E07000034,31600
E07000034,37800
E07000034,34100
E07000034,35400
E07000034,38200
E07000034,42900
E07000034,34500
E07000034,49600
E07000034,40400
E07000034,31600
E07000035,45300
E07000035,46800
E07000035,41300
E07000035,40900
E07000035,44900
E07000035,38500
E07000035,41200
E07000035,42800
E07000035,39400
E07000035,46300
E07000036,29900
E07000036,33700
E07000036,44200
E07000036,45100
E07000036,38600
E07000036,31400
E07000036,40100
E07000036,42400
E07000036,37300
E07000036,48700
E07000036,32900
E07000036,39400
E07000036,42000
E07000036,38500
E07000036,41700
E07000037,41400
E07000037,36000
E07000037,40200
E07000037,52200
E07000037,45500
E07000037,39600
E07000037,44200
E07000037,36500
E07000037,36000
E07000037,45300
E07000037,43200
E07000038,38500
E07000038,39900
E07000038,37300
E07000038,48200
E07000038,49400
E07000038,37600
E07000038,48100
E07000038,32600
E07000038,43500
E07000038,37500
E07000038,32800
E07000038,37600
E07000038,38200
E07000039,46000
E07000039,52200
E07000039,45300
E07000039,52900
E07000039,53300
E07000039,46400
E07000039,38600
E07000039,37200
E07000039,36400
E07000039,43100
E07000039,42000
E07000039,41300
E07000129,46800
E07000129,48700
E07000129,45300
E07000129,39200
E07000129,43800
E07000129,48100
E07000129,40900
E07000129,46400
E07000129,41200
E07000129,44700
E07000129,43600
E07000129,46400
E07000130,43900
E07000130,34500
E07000130,34000
E07000130,42500
E07000130,41600
E07000130,40400
E07000130,35900
E07000130,53400
E07000130,41200
E07000130,53200
E07000130,44400
E07000130,49500
E07000130,41600
E07000130,45400
E07000130,47900
E07000130,54300
E07000130,40400
E07000130,40000
E07000130,45000
E07000130,42500
E07000130,37500
E07000130,42400
E07000131,48800
E07000131,47600
E07000131,48600
E07000131,47700
E07000131,50100
E07000131,49000
E07000131,36300
E07000131,46800
E07000131,44500
E07000131,48300
E07000132,43400
E07000132,48400
E07000132,42300
E07000132,45700
E07000132,44300
E07000132,38400
E07000132,38400
E07000132,47700
E07000132,49200
E07000132,38700
E07000132,41700
E07000132,39700
E07000132,38800
E07000132,48400
E07000133,46700
E07000133,44800
E07000133,42200
E07000133,38600
E07000133,39100
E07000133,47000
E07000134,46800
E07000134,43300
E07000134,46400
E07000134,38700
E07000134,49800
E07000134,45300
E07000134,38900
E07000134,42100
E07000134,37800
E07000134,38600
E07000134,46100
E07000134,44200
E07000134,40100
E07000135,42900
E07000135,35500
E07000135,36600
E07000135,41900
E07000135,44900
E07000135,50400
E07000136,36400
E07000136,36100
E07000136,40500
E07000136,36400
E07000136,38200
E07000136,38100
E07000136,46300
E07000136,46900
E07000137,39700
E07000137,37400
E07000137,34200
E07000137,34200
E07000137,25900
E07000137,27400
E07000137,38600
E07000137,32200
E07000137,40200
E07000137,27000
E07000137,34800
E07000137,30300
E07000137,32800
E07000137,29600
E07000137,29600
E07000137,40000
E07000137,32400
E07000137,36500
E07000138,32400
E07000138,39900
E07000138,42700
E07000138,35900
E07000138,31200
E07000138,33100
E07000138,34400
E07000138,36300
E07000138,42400
E07000138,32500
E07000138,40100
E07000139,47400
E07000139,46500
E07000139,43600
E07000139,41200
E07000139,45100
E07000139,36300
E07000139,48900
E07000139,41300
E07000139,35700
E07000139,47900
E07000139,41200
E07000139,44700
E07000139,42500
E07000140,37900
E07000140,35400
E07000140,36400
E07000140,39700
E07000140,41800
E07000140,44600
E07000140,39300
E07000140,34500
E07000140,43500
E07000140,38200
E07000140,43500
E07000141,45100
E07000141,43500
E07000141,36600
E07000141,44300
E07000141,33900
E07000141,38600
E07000141,45700
E07000141,42400
E07000141,42300
E07000141,45600
E07000141,42300
E07000141,47900
E07000141,41400
E07000141,45100
E07000141,39700
E07000141,45100
E07000142,40100
E07000142,41000
E07000142,36400
E07000142,28800
E07000142,40500
E07000142,32200
E07000142,41700
E07000142,44100
E07000142,46200
E07000142,47700
E07000142,39800
E07000150,44800
E07000150,37600
E07000150,46900
E07000150,38600
E07000150,38800
E07000150,36100
E07000150,44500
E07000150,51200
E07000151,50900
E07000151,51600
E07000151,48300
E07000151,51400
E07000151,50600
E07000151,48100
E07000151,39500
E07000151,39900
E07000151,46100
E07000151,46600
E07000152,47600
E07000152,49200
E07000152,48200
E07000152,45800
E07000152,42400
E07000152,40700
E07000152,44800
E07000152,41600
E07000152,36400
E07000152,46700
E07000153,46500
E07000153,43600
E07000153,40900
E07000153,47000
E07000153,34700
E07000153,38300
E07000153,40900
E07000153,42300
E07000153,38700
E07000153,46900
E07000153,46500
E07000154,41800
E07000154,44500
E07000154,40200
E07000154,40600
E07000154,44900
E07000154,43100
E07000154,40400
E07000154,42300
E07000154,37800
E07000154,43100
E07000154,39100
E07000154,40300
E07000154,43600
E07000154,50000
E07000154,42800
E07000154,48900
E07000154,34900
E07000154,40300
E07000154,43300
E07000154,56400
E07000154,36800
E07000154,47000
E07000154,42200
E07000154,42100
E07000154,42000
E07000154,42500
E07000154,43600
E07000154,46500
E07000154,54400
E07000154,54300
E07000154,60500
E07000155,46600
E07000155,49200
E07000155,52000
E07000155,53000
E07000155,46700
E07000155,47800
E07000155,53500
E07000155,51500
E07000155,55300
E07000155,44500
E07000155,49700
E07000156,40500
E07000156,42800
E07000156,50000
E07000156,40900
E07000156,33400
E07000156,37400
E07000156,39000
E07000156,40400
E07000156,44200
E07000156,42200
E07000170,34600
E07000170,36800
E07000170,35000
E07000170,37100
E07000170,28800
E07000170,39800
E07000170,36600
E07000170,30100
E07000170,40900
E07000170,39700
E07000170,36400
E07000170,37000
E07000170,42500
E07000170,35100
E07000170,40400
E07000170,36300
E07000171,36300
E07000171,41900
E07000171,45200
E07000171,35800
E07000171,36200
E07000171,44400
E07000171,37600
E07000171,42100
E07000171,38200
E07000171,32000
E07000171,42100
E07000171,40800
E07000171,41300
E07000171,39500
E07000172,37500
E07000172,32500
E07000172,39800
E07000172,41100
E07000172,54100
E07000172,35100
E07000172,46400
E07000172,39000
E07000172,42400
E07000172,40400
E07000172,39400
E07000172,48100
E07000172,51400
E07000172,44500
E07000173,49400
E07000173,41400
E07000173,40900
E07000173,37000
E07000173,36200
E07000173,42400
E07000173,48200
E07000173,51900
E07000173,46400
E07000173,41200
E07000173,40800
E07000173,39100
E07000173,37800
E07000173,37400
E07000173,41700
E07000174,33300
E07000174,33500
E07000174,38100
E07000174,36200
E07000174,37900
E07000174,35800
E07000174,40400
E07000174,35600
E07000174,34200
E07000174,37300
E07000174,42600
E07000174,33200
E07000174,51700
E07000175,34400
E07000175,41200
E07000175,46200
E07000175,44300
E07000175,44100
E07000175,37100
E07000175,37500
E07000175,45600
E07000175,41100
E07000175,36500
E07000175,38100
E07000175,49200
E07000175,52900
E07000176,50900
E07000176,46100
E07000176,46600
E07000176,59400
E07000176,51600
E07000176,56900
E07000176,53800
E07000176,52400
E07000176,44000
E07000176,49700
E07000176,46900
E07000176,57400
E07000176,43000
E07000176,45200
E07000176,54200
E06000019,45000
E06000019,38700
E06000019,38100
E06000019,44000
E06000019,41900
E06000019,42900
E06000019,46100
E06000019,49900
E06000019,50700
E06000019,43100
E06000019,47600
E06000019,40000
E06000019,44200
E06000019,47700
E06000019,40700
E06000019,46100
E06000019,34300
E06000019,50600
E06000019,42800
E06000019,43000
E06000019,46400
E06000019,41900
E06000019,48400
E06000051,39100
E06000051,44900
E06000051,41500
E06000051,43600
E06000051,39800
E06000051,39800
E06000051,43100
E06000051,38100
E06000051,48400
E06000051,47800
E06000051,45500
E06000051,45500
E06000051,49400
E06000051,44400
E06000051,36000
E06000051,42000
E06000051,42100
E06000051,38400
E06000051,45200
E06000051,49200
E06000051,47200
E06000051,43400
E06000051,48200
E06000051,45700
E06000051,46300
E06000051,43700
E06000051,48900
E06000051,47400
E06000051,42800
E06000051,41200
E06000051,41700
E06000051,44500
E06000051,39900
E06000051,45400
E06000051,39300
E06000051,43300
E06000051,42400
E06000051,37600
E06000051,40600
E06000021,35800
E06000021,38500
E06000021,32600
E06000021,35600
E06000021,32200
E06000021,35800
E06000021,41000
E06000021,35700
E06000021,31000
E06000021,39200
E06000021,34300
E06000021,30700
E06000021,31000
E06000021,33500
E06000021,30500
E06000021,29700
E06000021,32800
E06000021,43000
E06000021,35700
E06000021,31400
E06000021,33500
E06000021,30300
E06000021,37500
E06000021,38100
E06000021,39200
E06000021,38500
E06000021,31500
E06000021,32200
E06000021,34100
E06000021,42300
E06000021,37700
E06000021,38300
E06000021,45400
E06000021,52100
E06000020,46600
E06000020,46800
E06000020,42700
E06000020,52100
E06000020,39000
E06000020,45300
E06000020,48300
E06000020,37700
E06000020,44600
E06000020,51100
E06000020,41900
E06000020,43200
E06000020,38900
E06000020,40100
E06000020,54000
E06000020,51100
E06000020,34600
E06000020,40600
E06000020,38100
E06000020,38800
E06000020,32200
E06000020,38100
E06000020,36900
E07000192,45300
E07000192,37100
E07000192,40200
E07000192,39300
E07000192,40900
E07000192,44400
E07000192,33400
E07000192,34800
E07000192,42100
E07000192,51600
E07000192,41600
E07000192,35000
E07000192,39900
E07000193,45300
E07000193,41300
E07000193,43900
E07000193,48400
E07000193,47300
E07000193,50300
E07000193,38900
E07000193,40600
E07000193,39000
E07000193,43400
E07000193,41100
E07000193,49600
E07000193,51000
E07000193,36400
E07000193,50200
E07000194,45000
E07000194,53100
E07000194,48000
E07000194,40100
E07000194,50500
E07000194,40300
E07000194,49900
E07000194,52300
E07000194,40000
E07000194,35200
E07000194,53700
E07000194,41200
E07000195,43100
E07000195,34900
E07000195,37200
E07000195,43900
E07000195,41000
E07000195,36900
E07000195,32900
E07000195,41200
E07000195,43600
E07000195,36100
E07000195,34700
E07000195,37000
E07000195,44600
E07000195,42400
E07000195,54000
E07000195,49600
E07000196,44400
E07000196,41000
E07000196,46300
E07000196,40700
E07000196,38300
E07000196,43400
E07000196,40300
E07000196,37600
E07000196,51400
E07000196,47800
E07000196,43700
E07000196,38600
E07000196,46100
E07000196,47200
E07000197,46500
E07000197,47400
E07000197,43100
E07000197,51600
E07000197,49700
E07000197,49900
E07000197,42600
E07000197,48900
E07000197,41200
E07000197,40200
E07000197,54300
E07000197,52400
E07000197,36600
E07000197,55700
E07000197,49000
E07000197,40000
E07000198,36800
E07000198,47900
E07000198,37500
E07000198,40700
E07000198,34600
E07000198,45400
E07000198,44400
E07000198,45100
E07000198,45700
E07000198,40900
E07000198,37700
E07000198,42000
E07000198,45200
E07000199,43800
E07000199,35800
E07000199,44000
E07000199,39800
E07000199,47300
E07000199,39500
E07000199,33300
E07000199,47900
E07000199,46700
E07000199,44500
E07000218,45200
E07000218,41600
E07000218,39200
E07000218,45500
E07000218,42500
E07000218,47900
E07000218,46700
E07000219,49800
E07000219,38800
E07000219,52800
E07000219,45800
E07000219,36000
E07000219,37300
E07000219,36900
E07000219,44500
E07000219,33900
E07000219,41200
E07000219,55600
E07000219,41800
E07000219,34100
E07000219,40100
E07000219,39700
E07000219,42400
E07000219,42700
E07000220,57100
E07000220,51900
E07000220,38900
E07000220,47600
E07000220,45800
E07000220,44300
E07000220,50700
E07000220,52700
E07000220,49700
E07000220,46300
E07000220,44400
E07000220,52200
E07000221,55700
E07000221,47700
E07000221,40700
E07000221,48000
E07000221,52000
E07000221,42700
E07000221,48900
E07000221,51400
E07000221,47500
E07000221,55800
E07000221,50300
E07000221,49300
E07000221,51400
E07000221,50400
E07000221,45400
E07000222,56300
E07000222,59500
E07000222,53700
E07000222,56600
E07000222,55100
E07000222,42600
E07000222,54900
E07000222,47300
E07000222,56900
E07000222,47700
E07000222,50100
E07000222,55600
E07000222,38400
E07000222,58400
E07000222,52400
E08000025,51700
E08000025,47900
E08000025,61100
E08000025,59500
E08000025,43200
E08000025,54200
E08000025,49200
E08000025,35700
E08000025,54000
E08000025,53600
E08000025,32800
E08000025,54300
E08000025,36600
E08000025,34400
E08000025,60900
E08000025,43600
E08000025,37400
E08000025,46500
E08000025,40000
E08000025,35200
E08000025,47300
E08000025,37200
E08000025,37800
E08000025,41600
E08000025,41200
E08000025,36200
E08000025,38700
E08000025,32600
E08000025,37100
E08000025,37200
E08000025,39700
E08000025,32700
E08000025,35200
E08000025,32600
E08000025,35500
E08000025,28600
E08000025,33000
E08000025,32500
E08000025,30900
E08000025,31000
E08000025,41800
E08000025,30100
E08000025,36300
E08000025,32900
E08000025,32400
E08000025,33900
E08000025,30300
E08000025,36600
E08000025,29500
E08000025,30300
E08000025,30200
E08000025,33200
E08000025,34000
E08000025,33000
E08000025,35100
E08000025,32000
E08000025,34900
E08000025,45500
E08000025,37400
E08000025,34000
E08000025,45900
E08000025,32800
E08000025,40000
E08000025,34700
E08000025,32800
E08000025,27300
E08000025,42800
E08000025,56100
E08000025,39900
E08000025,64000
E08000025,40200
E08000025,32000
E08000025,37700
E08000025,49800
E08000025,43100
E08000025,40700
E08000025,31100
E08000025,30200
E08000025,32200
E08000025,35300
E08000025,40000
E08000025,47500
E08000025,40000
E08000025,35800
E08000025,44700
E08000025,43100
E08000025,35600
E08000025,42300
E08000025,35300
E08000025,40100
E08000025,39900
E08000025,47200
E08000025,44700
E08000025,37400
E08000025,35300
E08000025,34500
E08000025,55000
E08000025,45400
E08000025,35100
E08000025,41200
E08000025,46900
E08000025,43800
E08000025,50300
E08000025,37400
E08000025,47100
E08000025,40300
E08000025,35900
E08000025,44300
E08000025,41700
E08000025,43300
E08000025,34400
E08000025,47300
E08000025,29300
E08000025,38500
E08000025,39200
E08000025,42000
E08000025,34800
E08000025,32700
E08000025,44000
E08000025,33300
E08000025,36900
E08000025,41900
E08000025,39900
E08000025,47900
E08000025,47600
E08000025,42700
E08000025,43000
E08000025,39300
E08000025,46300
E08000025,46600
E08000025,38900
E08000025,39600
E08000026,39600
E08000026,44000
E08000026,34200
E08000026,39200
E08000026,41700
E08000026,36900
E08000026,43400
E08000026,35100
E08000026,49500
E08000026,41600
E08000026,37300
E08000026,39000
E08000026,46400
E08000026,34200
E08000026,37800
E08000026,47900
E08000026,42400
E08000026,39800
E08000026,37300
E08000026,40400
E08000026,45500
E08000026,50100
E08000026,29000
E08000026,47300
E08000026,45000
E08000026,47100
E08000026,33700
E08000026,37900
E08000026,42200
E08000026,33600
E08000026,45500
E08000026,48900
E08000026,56800
E08000026,38000
E08000026,40700
E08000026,46900
E08000026,44700
E08000026,33400
E08000026,55200
E08000026,52500
E08000026,45200
E08000026,40500
E08000027,35300
E08000027,36400
E08000027,42600
E08000027,37500
E08000027,36200
E08000027,37100
E08000027,36100
E08000027,37400
E08000027,47600
E08000027,35500
E08000027,34700
E08000027,43100
E08000027,33200
E08000027,46200
E08000027,37200
E08000027,40000
E08000027,32700
E08000027,34400
E08000027,43200
E08000027,33900
E08000027,40500
E08000027,30500
E08000027,36100
E08000027,38300
E08000027,36300
E08000027,39000
E08000027,39300
E08000027,49100
E08000027,39800
E08000027,47000
E08000027,36500
E08000027,36900
E08000027,36700
E08000027,41000
E08000027,40400
E08000027,49000
E08000027,33600
E08000027,40700
E08000027,37400
E08000027,45300
E08000027,52000
E08000027,43300
E08000027,49600
E08000028,38300
E08000028,40600
E08000028,36400
E08000028,32900
E08000028,35000
E08000028,45800
E08000028,37000
E08000028,36400
E08000028,36000
E08000028,40900
E08000028,42000
E08000028,38100
E08000028,33200
E08000028,35000
E08000028,39500
E08000028,37800
E08000028,35200
E08000028,32700
E08000028,33200
E08000028,38400
E08000028,39500
E08000028,37300
E08000028,35300
E08000028,40200
E08000028,35000
E08000028,34900
E08000028,33400
E08000028,35600
E08000028,39600
E08000028,35900
E08000028,37900
E08000028,36800
E08000028,44500
E08000028,35300
E08000028,46400
E08000028,38700
E08000028,37200
E08000028,43700
E08000029,42600
E08000029,32100
E08000029,46300
E08000029,35000
E08000029,37500
E08000029,32200
E08000029,30900
E08000029,30500
E08000029,44700
E08000029,48200
E08000029,45000
E08000029,43700
E08000029,43500
E08000029,59000
E08000029,49000
E08000029,51700
E08000029,50800
E08000029,49700
E08000029,62900
E08000029,42900
E08000029,50000
E08000029,52200
E08000029,63800
E08000029,56700
E08000029,58800
E08000029,61000
E08000029,60000
E08000029,58900
E08000029,47900
E08000030,40500
E08000030,33600
E08000030,41000
E08000030,38400
E08000030,38300
E08000030,35200
E08000030,42400
E08000030,38800
E08000030,33900
E08000030,40000
E08000030,42300
E08000030,32700
E08000030,35500
E08000030,36600
E08000030,38200
E08000030,36700
E08000030,30400
E08000030,35600
E08000030,35400
E08000030,36500
E08000030,34800
E08000030,49600
E08000030,34700
E08000030,41500
E08000030,37200
E08000030,33600
E08000030,38000
E08000030,52900
E08000030,45700
E08000030,34100
E08000030,33600
E08000030,51400
E08000030,34400
E08000030,32900
E08000030,55700
E08000030,35000
E08000030,38000
E08000030,35600
E08000030,43200
E08000031,37700
E08000031,40800
E08000031,34600
E08000031,33500
E08000031,32700
E08000031,42500
E08000031,34000
E08000031,38400
E08000031,45600
E08000031,34100
E08000031,35500
E08000031,40000
E08000031,37500
E08000031,45700
E08000031,35000
E08000031,30800
E08000031,39700
E08000031,31500
E08000031,43500
E08000031,32300
E08000031,48000
E08000031,36000
E08000031,34100
E08000031,45000
E08000031,33700
E08000031,37700
E08000031,37800
E08000031,47100
E08000031,47500
E08000031,37200
E08000031,35400
E08000031,36600
E08000031,39300
E07000234,57600
E07000234,49700
E07000234,44200
E07000234,45400
E07000234,50100
E07000234,64400
E07000234,42200
E07000234,55300
E07000234,49600
E07000234,41900
E07000234,39800
E07000234,61500
E07000234,42100
E07000234,52000
E07000235,43300
E07000235,48800
E07000235,49500
E07000235,40800
E07000235,46700
E07000235,45300
E07000235,36400
E07000235,46700
E07000235,42200
E07000235,48000
E07000235,45900
E07000236,49500
E07000236,36300
E07000236,41700
E07000236,37600
E07000236,41100
E07000236,44200
E07000236,45100
E07000236,48500
E07000236,46200
E07000236,39600
E07000236,42800
E07000236,49200
E07000236,49300
E07000237,50500
E07000237,31000
E07000237,54600
E07000237,46300
E07000237,36900
E07000237,39700
E07000237,41900
E07000237,55700
E07000237,36800
E07000237,42000
E07000237,42500
E07000237,44700
E07000237,50800
E07000237,55100
E07000238,47700
E07000238,39100
E07000238,42200
E07000238,40300
E07000238,55400
E07000238,47900
E07000238,50500
E07000238,51800
E07000238,51800
E07000238,47100
E07000238,48200
E07000238,40400
E07000238,45100
E07000238,39600
E07000238,46200
E07000238,49600
E07000238,46000
E07000238,46000
E07000238,50500
E07000239,43300
E07000239,39000
E07000239,44500
E07000239,36700
E07000239,40500
E07000239,39600
E07000239,38600
E07000239,40900
E07000239,33900
E07000239,45100
E07000239,40800
E07000239,41700
E07000239,38400
E07000239,36500
E06000055,55800
E06000055,53200
E06000055,50500
E06000055,54600
E06000055,49900
E06000055,52700
E06000055,43100
E06000055,60900
E06000055,49300
E06000055,41800
E06000055,55300
E06000055,47300
E06000055,43600
E06000055,42800
E06000055,43000
E06000055,45500
E06000055,45500
E06000055,47400
E06000055,55000
E06000055,51100
E06000056,49500
E06000056,46200
E06000056,49300
E06000056,50000
E06000056,48300
E06000056,55700
E06000056,56000
E06000056,52100
E06000056,56400
E06000056,51400
E06000056,54500
E06000056,57300
E06000056,53700
E06000056,55900
E06000056,48200
E06000056,56500
E06000056,58300
E06000056,54800
E06000056,54000
E06000056,54200
E06000056,45200
E06000056,54300
E06000056,59400
E06000056,58000
E06000056,44000
E06000056,49100
E06000056,52400
E06000056,49200
E06000056,48600
E06000056,44800
E06000056,53700
E06000056,49100
E06000056,50800
E06000032,56700
E06000032,45700
E06000032,36700
E06000032,47000
E06000032,42400
E06000032,44700
E06000032,59600
E06000032,49200
E06000032,41600
E06000032,42900
E06000032,46000
E06000032,48800
E06000032,47500
E06000032,54100
E06000032,39400
E06000032,45000
E06000032,33300
E06000032,36700
E06000032,41200
E06000032,40800
E06000032,44600
E06000031,49300
E06000031,47000
E06000031,46800
E06000031,57600
E06000031,44700
E06000031,41800
E06000031,37300
E06000031,36200
E06000031,37400
E06000031,38400
E06000031,41500
E06000031,42600
E06000031,40300
E06000031,41500
E06000031,53100
E06000031,47800
E06000031,42900
E06000031,52500
E06000031,46200
E06000031,37100
E06000031,50200
E06000031,52200
E06000033,43200
E06000033,42200
E06000033,42800
E06000033,46100
E06000033,44200
E06000033,41400
E06000033,43700
E06000033,61300
E06000033,43800
E06000033,37600
E06000033,52800
E06000033,47800
E06000033,41400
E06000033,37700
E06000033,39700
E06000033,53200
E06000033,45300
E06000034,49200
E06000034,42100
E06000034,42800
E06000034,57200
E06000034,49400
E06000034,47900
E06000034,43200
E06000034,47700
E06000034,45800
E06000034,52300
E06000034,41200
E06000034,49700
E06000034,51600
E06000034,49800
E06000034,49400
E06000034,48300
E06000034,40000
E06000034,58400
E06000034,54700
E07000008,46800
E07000008,54300
E07000008,52500
E07000008,66600
E07000008,57100
E07000008,50400
E07000008,56300
E07000008,64700
E07000008,59700
E07000008,57300
E07000008,56600
E07000008,64100
E07000008,68900
E07000009,46000
E07000009,49900
E07000009,51900
E07000009,55800
E07000009,50000
E07000009,47500
E07000009,49600
E07000009,52200
E07000009,55600
E07000009,52700
E07000010,40500
E07000010,40700
E07000010,41000
E07000010,39600
E07000010,41700
E07000010,40200
E07000010,38900
E07000010,45600
E07000010,40500
E07000010,44800
E07000010,44000
E07000011,45600
E07000011,51700
E07000011,44500
E07000011,49500
E07000011,49700
E07000011,52100
E07000011,57500
E07000011,44000
E07000011,53100
E07000011,56300
E07000011,51800
E07000011,54400
E07000011,48300
E07000011,51700
E07000011,56800
E07000011,54900
E07000011,52600
E07000011,55800
E07000011,45300
E07000011,52700
E07000011,46900
E07000011,46500
E07000012,55600
E07000012,53600
E07000012,63500
E07000012,56000
E07000012,60800
E07000012,58800
E07000012,58400
E07000012,63800
E07000012,61200
E07000012,58900
E07000012,65300
E07000012,50600
E07000012,63900
E07000012,51600
E07000012,55200
E07000012,62400
E07000012,53500
E07000012,56000
E07000012,55500
E07000012,54900
E07000066,63300
E07000066,55700
E07000066,56800
E07000066,55500
E07000066,46800
E07000066,47300
E07000066,54300
E07000066,48800
E07000066,49200
E07000066,44600
E07000066,43000
E07000066,41900
E07000066,35700
E07000066,44900
E07000066,39300
E07000066,42900
