Local authority code,Total annual income (£)
E06000040,67300
E06000040,65900
E06000040,69500
E06000040,63800
E06000040,63100
E06000040,73100
E06000040,61000
E06000040,58400
E06000040,85500
E06000040,65100
E06000040,65800
E06000040,75200
E06000041,66700
E06000041,69900
E06000041,64900
E06000041,75400
E06000041,49600
E06000041,72900
E06000041,64300
E06000041,74800
E06000041,72200
E06000041,73000
E06000041,67500
E06000041,74700
E06000041,53800
E06000041,82000
E06000041,85100
E06000041,70400
E06000041,72000
E06000041,66300
E06000041,82200
E06000041,78900
E07000004,62700
E07000004,51200
E07000004,60600
E07000004,56100
E07000004,50600
E07000004,60600
E07000004,64900
E07000004,63300
E07000004,60200
E07000004,57400
E07000004,52000
E07000004,67300
E07000004,54100
E07000004,56600
E07000004,48100
E07000004,61800
E07000004,59300
E07000004,45600
E07000004,61500
E07000004,48800
E07000004,61400
E07000004,59100
E07000004,62000
E07000004,58300
E07000005,62400
E07000005,55000
E07000005,61800
E07000005,50100
E07000005,59900
E07000005,66800
E07000005,72200
E07000005,71000
E07000005,67800
E07000005,67200
E07000005,67300
E07000005,60300
E07000006,69900
E07000006,81900
E07000006,56900
E07000006,63100
E07000006,59200
E07000006,67400
E07000006,54100
E07000006,62200
E07000007,50400
E07000007,62200
E07000007,69100
E07000007,53100
E07000007,58800
E07000007,68700
E07000007,63200
E07000007,66800
E07000007,58400
E07000007,52900
E07000007,60200
E07000007,49700
E07000007,48800
E07000007,64300
E07000007,56100
E07000007,50000
E07000007,58400
E07000007,56900
E07000007,72200
E07000007,58400
E07000007,60700
E07000007,62800
E07000007,56400
E07000061,41800
E07000061,44200
E07000061,37000
E07000061,41000
E07000061,51400
E07000061,47700
E07000061,44200
E07000061,44800
E07000061,40700
E07000061,40100
E07000061,44600
E07000061,46800
E07000061,48700
E07000062,46100
E07000062,44500
E07000062,35000
E07000062,38100
E07000062,34300
E07000062,39600
E07000062,38800
E07000062,39400
E07000062,36300
E07000062,42500
E07000062,31400
E07000063,54800
E07000063,57800
E07000063,42500
E07000063,46000
E07000063,53500
E07000063,47300
E07000063,43100
E07000063,41000
E07000063,42700
E07000063,42400
E07000063,47600
E07000063,44700
E07000063,37200
E07000064,48700
E07000064,40100
E07000064,46500
E07000064,37100
E07000064,46000
E07000064,44300
E07000064,34400
E07000064,36500
E07000064,45200
E07000064,37800
E07000064,32100
E07000065,58500
E07000065,60200
E07000065,51400
E07000065,55300
E07000065,55400
E07000065,51800
E07000065,59400
E07000065,54000
E07000065,45400
E07000065,45400
E07000065,49600
E07000065,49200
E07000065,51700
E07000065,46700
E07000065,41100
E07000065,40500
E07000065,36100
E07000065,46500
E07000065,38500
E07000065,45500
E07000065,42500
E07000084,51500
E07000084,58800
E07000084,63400
E07000084,56500
E07000084,69000
E07000084,75500
E07000084,57200
E07000084,63000
E07000084,52100
E07000084,60900
E07000084,51400
E07000084,55100
E07000084,56300
E07000084,43900
E07000084,61200
E07000084,56500
E07000084,59100
E07000084,61700
E07000084,49900
E07000084,56100
E07000084,76500
E07000084,60200
E07000085,67900
E07000085,42200
E07000085,55800
E07000085,58400
E07000085,53300
E07000085,66700
E07000085,56800
E07000085,57500
E07000085,54700
E07000085,59600
E07000085,46700
E07000085,56400
E07000085,52800
E07000085,51300
E07000085,57100
E07000086,68800
E07000086,55200
E07000086,55100
E07000086,49600
E07000086,45300
E07000086,47300
E07000086,44100
E07000086,55600
E07000086,48700
E07000086,65900
E07000086,40000
E07000086,54000
E07000086,53600
E07000086,39400
E07000086,53500
E07000087,69500
E07000087,53400
E07000087,44700
E07000087,57300
E07000087,58500
E07000087,56200
E07000087,52000
E07000087,48700
E07000087,55900
E07000087,49800
E07000087,39300
E07000087,44300
E07000087,48700
E07000087,54600
E07000088,41200
E07000088,39200
E07000088,43500
E07000088,44000
E07000088,40500
E07000088,48500
E07000088,39100
E07000088,34200
E07000088,50100
E07000088,44800
E07000089,55600
E07000089,62000
E07000089,61900
E07000089,57500
E07000089,70200
E07000089,68000
E07000089,71200
E07000089,64300
E07000089,65900
E07000089,75700
E07000089,64400
E07000090,42600
E07000090,50400
E07000090,39400
E07000090,33600
E07000090,44600
E07000090,34700
E07000090,32900
E07000090,35800
E07000090,44600
E07000090,48000
E07000090,46900
E07000090,50800
E07000090,37700
E07000090,39400
E07000090,49100
E07000090,40200
E07000090,48400
E07000091,48200
E07000091,39200
E07000091,51300
E07000091,39700
E07000091,50800
E07000091,53200
E07000091,54200
E07000091,48900
E07000091,44800
E07000091,55300
E07000091,43600
E07000091,40900
E07000091,39500
E07000091,42800
E07000091,56100
E07000091,49700
E07000091,47000
E07000091,44800
E07000091,45300
E07000091,39600
E07000091,38900
E07000091,46500
E07000091,49800
E07000092,51000
E07000092,48800
E07000092,59400
E07000092,70400
E07000092,67200
E07000092,56300
E07000092,59100
E07000092,62900
E07000092,56500
E07000092,53200
E07000092,66400
E07000092,45900
E07000093,63000
E07000093,50100
E07000093,57000
E07000093,48800
E07000093,55700
E07000093,55100
E07000093,61200
E07000093,62800
E07000093,54900
E07000093,51200
E07000093,38100
E07000093,52100
E07000093,58300
E07000093,76600
E07000093,61400
E07000094,67000
E07000094,62300
E07000094,67000
E07000094,51900
E07000094,60200
E07000094,43300
E07000094,54400
E07000094,41100
E07000094,66100
E07000094,57100
E07000094,59800
E07000094,47100
E07000094,56000
E07000094,54400
E07000105,50900
E07000105,45600
E07000105,54500
E07000105,50800
E07000105,45000
E07000105,50100
E07000105,44700
E07000105,45100
E07000105,55900
E07000105,58000
E07000105,46000
E07000105,47100
E07000105,42800
E07000105,44400
E07000106,32800
E07000106,40100
E07000106,36500
E07000106,35500
E07000106,49900
E07000106,45900
E07000106,42500
E07000106,42800
E07000106,43100
E07000106,54200
E07000106,45000
E07000106,54400
E07000106,46200
E07000106,38800
E07000106,53700
E07000106,58900
E07000106,51000
E07000106,53800
E07000106,52200
E07000107,60500
E07000107,71500
E07000107,60400
E07000107,49000
E07000107,56500
E07000107,50800
E07000107,67200
E07000107,59300
E07000107,47500
E07000107,56800
E07000107,52200
E07000107,50200
E07000107,54500
E07000108,49000
E07000108,42400
E07000108,37000
E07000108,39100
E07000108,40000
E07000108,46700
E07000108,37900
E07000108,51100
E07000108,50200
E07000108,48000
E07000108,37400
E07000108,39000
E07000108,39100
E07000108,46700
E07000109,50300
E07000109,42800
E07000109,54600
E07000109,51000
E07000109,59000
E07000109,49300
E07000109,46800
E07000109,56900
E07000109,54300
E07000109,50500
E07000109,45500
E07000109,58600
E07000109,56100
E07000110,61900
E07000110,64100
E07000110,56300
E07000110,47800
E07000110,65700
E07000110,54900
E07000110,54900
E07000110,58700
E07000110,57400
E07000110,50200
E07000110,49500
E07000110,57900
E07000110,42900
E07000110,47300
E07000110,58400
E07000110,53000
E07000110,51900
E07000110,54800
E07000110,56500
E07000111,54000
E07000111,44100
E07000111,55300
E07000111,48400
E07000111,51600
E07000111,44600
E07000111,60000
E07000111,58600
E07000111,58000
E07000111,89100
E07000111,70700
E07000111,55900
E07000111,50500
E07000111,58100
E07000111,49200
E07000112,48400
E07000112,52700
E07000112,40000
E07000112,38100
E07000112,41300
E07000112,49100
E07000112,53300
E07000112,46200
E07000112,34000
E07000112,35400
E07000112,39200
E07000112,35700
E07000112,35300
E07000112,40100
E07000113,37900
E07000113,30700
E07000113,39000
E07000113,43600
E07000113,37700
E07000113,38100
E07000113,58200
E07000113,48700
E07000113,52500
E07000113,38600
E07000113,48500
E07000113,47100
E07000113,55100
E07000113,46000
E07000113,42600
E07000113,51700
E07000113,50000
E07000114,34600
E07000114,43700
E07000114,38400
E07000114,41700
E07000114,41700
E07000114,36800
E07000114,34700
E07000114,37400
E07000114,40900
E07000114,42100
E07000114,36400
E07000114,40500
E07000114,34200
E07000114,41100
E07000114,40700
E07000114,31300
E07000114,40100
E07000115,52000
E07000115,46100
E07000115,49400
E07000115,51100
E07000115,60100
E07000115,68700
E07000115,45800
E07000115,42700
E07000115,64200
E07000115,50700
E07000115,54500
E07000115,59600
E07000115,50800
E07000116,49200
E07000116,59500
E07000116,52800
E07000116,53400
E07000116,49600
E07000116,63500
E07000116,68200
E07000116,54900
E07000116,63000
E07000116,47700
E07000116,57800
E07000116,64700
E07000116,47800
E07000116,47300
E07000177,60600
E07000177,58800
E07000177,48100
E07000177,51600
E07000177,48600
E07000177,50600
E07000177,60100
E07000177,60600
E07000177,51700
E07000177,61400
E07000177,67400
E07000177,75300
E07000177,62200
E07000177,59600
E07000177,65700
E07000177,67000
E07000177,57400
E07000177,59600
E07000177,60800
E07000178,69600
E07000178,75800
E07000178,86400
E07000178,74000
E07000178,54300
E07000178,74400
E07000178,73900
E07000178,50300
E07000178,71600
E07000178,49800
E07000178,61400
E07000178,68100
E07000178,65600
E07000178,67800
E07000178,63500
E07000178,56600
E07000178,49000
E07000178,50100
E07000179,56500
E07000179,62600
E07000179,54100
E07000179,58100
E07000179,59900
E07000179,54300
E07000179,61200
E07000179,53900
E07000179,76700
E07000179,64800
E07000179,68900
E07000179,56700
E07000179,55900
E07000179,57300
E07000179,67000
E07000179,56800
E07000179,60900
E07000179,65700
E07000179,71800
E07000179,63000
E07000180,74500
E07000180,65800
E07000180,66500
E07000180,71900
E07000180,65600
E07000180,56400
E07000180,66300
E07000180,55000
E07000180,51200
E07000180,62400
E07000180,56100
E07000180,53200
E07000180,62600
E07000180,55500
E07000181,47300
E07000181,58100
E07000181,52900
E07000181,61400
E07000181,54700
E07000181,60500
E07000181,55600
E07000181,55300
E07000181,59200
E07000181,50200
E07000181,53300
E07000181,57400
E07000181,65700
E07000181,53400
E07000181,53800
E07000207,67600
E07000207,78400
E07000207,58100
E07000207,60600
E07000207,84800
E07000207,83900
E07000207,65400
E07000207,72900
E07000207,92100
E07000207,79400
E07000207,79100
E07000207,72100
E07000207,79200
E07000207,60600
E07000207,79800
E07000207,82300
E07000207,65500
E07000207,93500
E07000208,68500
E07000208,62500
E07000208,82500
E07000208,73800
E07000208,74200
E07000208,69800
E07000208,62100
E07000208,76200
E07000208,65800
E07000209,64900
E07000209,68000
E07000209,73200
E07000209,61700
E07000209,61800
E07000209,66400
E07000209,57000
E07000209,71000
E07000209,63400
E07000209,52300
E07000209,83600
E07000209,52100
E07000209,69300
E07000209,62900
E07000209,56200
E07000209,79400
E07000209,63300
E07000209,63400
E07000210,67400
E07000210,71100
E07000210,52800
E07000210,64900
E07000210,65600
E07000210,58000
E07000210,56400
E07000210,51200
E07000210,62200
E07000210,59500
E07000210,53000
E07000210,59100
E07000210,50700
E07000211,69900
E07000211,58800
E07000211,73200
E07000211,67100
E07000211,52600
E07000211,67200
E07000211,64700
E07000211,58100
E07000211,73300
E07000211,63300
E07000211,71100
E07000211,71000
E07000211,60100
E07000211,62300
E07000211,56800
E07000211,64500
E07000211,76600
E07000211,55700
E07000212,60400
E07000212,52800
E07000212,64100
E07000212,57200
E07000212,86000
E07000212,59300
E07000212,61700
E07000212,61300
E07000212,57600
E07000212,67600
E07000213,56100
E07000213,64400
E07000213,71400
E07000213,69400
E07000213,61800
E07000213,60200
E07000213,57700
E07000213,61700
E07000213,65600
E07000213,72500
E07000213,56700
E07000213,58900
E07000213,57800
E07000214,63600
E07000214,60200
E07000214,65000
E07000214,59600
E07000214,71400
E07000214,71200
E07000214,75900
E07000214,58700
E07000214,73500
E07000214,64700
E07000214,66200
E07000214,61700
E07000215,63800
E07000215,57100
E07000215,63200
E07000215,57300
E07000215,66900
E07000215,58700
E07000215,57000
E07000215,52800
E07000215,56200
E07000215,56000
E07000215,51800
E07000216,54600
E07000216,64400
E07000216,49900
E07000216,77700
E07000216,52900
E07000216,61500
E07000216,64400
E07000216,63500
E07000216,64100
E07000216,73800
E07000216,53600
E07000216,67200
E07000216,55200
E07000216,56800
E07000216,62200
E07000216,58500
E07000216,58000
E07000217,60200
E07000217,75600
E07000217,81000
E07000217,56100
E07000217,57400
E07000217,75100
E07000217,65000
E07000217,72600
E07000217,62200
E07000217,77700
E07000217,67900
E07000217,83400
E07000223,47000
E07000223,51000
E07000223,49600
E07000223,42000
E07000223,45700
E07000223,39000
E07000223,37100
E07000223,38300
E07000224,47900
E07000224,45500
E07000224,50900
E07000224,48500
E07000224,46700
E07000224,45400
E07000224,45000
E07000224,48800
E07000224,42700
E07000224,41200
E07000224,39100
E07000224,52300
E07000224,40000
E07000224,47700
E07000224,48200
E07000224,52700
E07000224,44500
E07000224,50500
E07000224,42000
E07000225,57700
E07000225,55600
E07000225,57400
E07000225,45000
E07000225,46700
E07000225,50200
E07000225,48900
E07000225,44000
E07000225,52000
E07000225,43900
E07000225,53200
E07000225,50900
E07000225,41600
E07000225,41500
E07000226,58800
E07000226,67200
E07000226,52500
E07000226,60000
E07000226,61200
E07000226,56400
E07000226,54400
E07000226,76900
E07000226,58400
E07000226,52600
E07000226,52700
E07000226,62600
E07000226,49400
E07000227,58800
E07000227,65600
E07000227,53600
E07000227,54800
E07000227,57500
E07000227,51300
E07000227,61900
E07000227,68800
E07000227,56900
E07000227,52300
E07000227,55400
E07000227,57100
E07000227,42500
E07000227,46200
E07000227,57400
E07000227,45800
E07000228,53700
E07000228,64300
E07000228,61200
E07000228,65100
E07000228,55200
E07000228,60000
E07000228,58800
E07000228,66300
E07000228,60900
E07000228,53100
E07000228,64300
E07000228,63700
E07000228,57700
E07000228,48000
E07000228,66200
E07000228,55500
E07000228,54600
E07000229,52400
E07000229,44300
E07000229,40600
E07000229,60800
E07000229,51100
E07000229,49200
E07000229,48800
E07000229,46000
E07000229,43900
E07000229,39400
E07000229,40500
E07000229,49700
E07000229,48700
E06000022,49300
E06000022,45000
E06000022,55400
E06000022,54000
E06000022,52000
E06000022,53600
E06000022,54000
E06000022,51900
E06000022,48700
E06000022,55900
E06000022,37700
E06000022,50400
E06000022,42600
E06000022,42800
E06000022,43700
E06000022,52700
E06000022,65000
E06000022,49100
E06000022,48300
E06000022,51900
E06000022,56600
E06000022,47900
E06000022,47000
E06000022,43500
E06000022,45500
E06000022,44100
E06000022,43700
E06000028,39900
E06000028,39800
E06000028,44700
E06000028,48300
E06000028,37100
E06000028,52700
E06000028,42200
E06000028,41800
E06000028,40600
E06000028,51600
E06000028,58700
E06000028,48700
E06000028,44800
E06000028,49700
E06000028,47000
E06000028,45600
E06000028,43600
E06000028,47200
E06000028,41400
E06000028,48800
E06000028,40500
E06000028,46800
E06000028,49300
E06000023,46300
E06000023,43600
E06000023,40600
E06000023,50800
E06000023,42900
E06000023,59400
E06000023,49400
E06000023,45200
E06000023,71900
E06000023,57800
E06000023,75100
E06000023,45400
E06000023,44800
E06000023,44000
E06000023,60600
E06000023,66300
E06000023,73600
E06000023,41000
E06000023,47300
E06000023,67500
E06000023,44900
E06000023,58400
E06000023,46600
E06000023,55000
E06000023,62200
E06000023,44400
E06000023,43400
E06000023,43900
E06000023,67100
E06000023,51200
E06000023,48600
E06000023,56200
E06000023,50900
E06000023,56100
E06000023,52600
E06000023,46700
E06000023,47400
E06000023,52500
E06000023,49700
E06000023,51100
E06000023,50000
E06000023,40700
E06000023,36700
E06000023,46200
E06000023,41100
E06000023,42900
E06000023,42800
E06000023,39200
E06000023,34800
E06000023,47100
E06000023,32900
E06000023,45800
E06000023,39900
E06000023,37000
E06000023,42300
E06000052,36500
E06000052,41400
E06000052,38400
E06000052,39500
E06000052,41600
E06000052,42600
E06000052,40600
E06000052,42000
E06000052,40500
E06000052,42200
E06000052,44900
E06000052,42900
E06000052,41100
E06000052,42200
E06000052,38200
E06000052,40600
E06000052,36000
E06000052,44100
E06000052,41200
E06000052,40300
E06000052,39700
E06000052,51800
E06000052,49600
E06000052,38300
E06000052,37800
E06000052,45100
E06000052,40100
E06000052,39100
E06000052,38100
E06000052,37600
E06000052,37900
E06000052,45700
E06000052,43300
E06000052,43300
E06000052,40900
E06000052,44100
E06000052,38700
E06000052,41200
E06000052,35800
E06000052,45500
E06000052,42500
E06000052,46000
E06000052,45700
E06000052,44900
E06000052,42300
E06000052,35400
E06000052,47800
E06000052,45800
E06000052,41700
E06000052,37900
E06000052,40200
E06000052,37200
E06000052,36400
E06000052,37300
E06000052,36900
E06000052,46500
E06000052,39200
E06000052,42900
E06000052,45700
E06000052,38900
E06000052,41900
E06000052,35700
E06000052,41800
E06000052,43500
E06000052,40200
E06000052,44000
E06000052,35900
E06000052,34500
E06000052,41200
E06000052,37800
E06000052,42900
E06000052,41800
E06000052,43200
E06000053,50200
E06000024,53500
E06000024,60500
E06000024,53500
E06000024,53200
E06000024,57700
E06000024,60000
E06000024,45300
E06000024,45700
E06000024,59400
E06000024,47000
E06000024,62200
E06000024,51900
E06000024,54300
E06000024,49100
E06000024,47100
E06000024,38700
E06000024,45200
E06000024,41500
E06000024,38300
E06000024,34100
E06000024,42700
E06000024,45600
E06000024,53500
E06000024,42100
E06000024,48600
E06000024,48900
E06000026,49900
E06000026,39800
E06000026,38800
E06000026,35500
E06000026,42600
E06000026,36600
E06000026,38300
E06000026,45400
E06000026,37200
E06000026,39100
E06000026,42600
E06000026,43000
E06000026,36600
E06000026,40900
E06000026,46100
E06000026,55800
E06000026,52600
E06000026,49300
E06000026,49500
E06000026,39100
E06000026,36300
E06000026,45300
E06000026,37900
E06000026,42600
E06000026,39100
E06000026,36100
E06000026,32100
E06000026,36000
E06000026,37000
E06000026,48900
E06000026,47900
E06000026,47600
E06000029,57500
E06000029,48200
E06000029,57400
E06000029,48400
E06000029,47100
E06000029,46500
E06000029,42900
E06000029,43500
E06000029,48200
E06000029,47700
E06000029,46700
E06000029,48900
E06000029,54400
E06000029,44600
E06000029,43200
E06000029,44400
E06000029,52900
E06000029,53200
E06000025,55600
E06000025,50500
E06000025,57300
E06000025,56600
E06000025,54400
E06000025,55100
E06000025,46300
E06000025,52400
E06000025,64300
E06000025,44600
E06000025,48900
E06000025,61300
E06000025,54400
E06000025,45900
E06000025,50900
E06000025,49900
E06000025,58200
E06000025,46100
E06000025,51700
E06000025,62600
E06000025,64900
E06000025,53700
E06000025,44600
E06000025,51400
E06000025,44700
E06000025,44200
E06000025,41400
E06000025,46400
E06000025,49500
E06000025,47200
E06000025,50500
E06000025,51800
E06000030,47800
E06000030,35400
E06000030,48000
E06000030,46300
E06000030,43500
E06000030,39700
E06000030,60500
E06000030,50200
E06000030,40500
E06000030,56400
E06000030,48800
E06000030,49800
E06000030,54600
E06000030,42500
E06000030,35600
E06000030,48700
E06000030,54900
E06000030,50500
E06000030,38000
E06000030,56600
E06000030,43700
E06000030,45900
E06000030,58800
E06000030,51200
E06000030,56800
E06000030,52600
E06000030,57500
E06000027,38900
E06000027,38800
E06000027,45300
E06000027,37400
E06000027,39100
E06000027,39600
E06000027,33700
E06000027,40800
E06000027,42700
E06000027,40300
E06000027,40200
E06000027,33200
E06000027,40600
E06000027,43800
E06000027,38100
E06000027,38000
E06000027,46500
E06000054,50800
E06000054,52300
E06000054,56500
E06000054,56400
E06000054,57000
E06000054,47900
E06000054,55600
E06000054,58500
E06000054,54400
E06000054,50400
E06000054,45400
E06000054,52800
E06000054,53400
E06000054,52900
E06000054,47100
E06000054,47900
E06000054,56100
E06000054,49500
E06000054,49800
E06000054,45300
E06000054,52100
E06000054,43300
E06000054,55600
E06000054,49000
E06000054,48700
E06000054,43200
E06000054,50200
E06000054,50400
E06000054,54100
E06000054,51600
E06000054,43500
E06000054,50400
E06000054,45400
E06000054,53600
E06000054,45800
E06000054,48400
E06000054,50700
E06000054,51300
E06000054,47600
E06000054,45500
E06000054,59200
E06000054,48100
E06000054,47600
E06000054,43500
E06000054,69700
E06000054,54800
E06000054,51100
E06000054,52800
E06000054,54600
E06000054,44600
E06000054,52500
E06000054,45300
E06000054,52200
E06000054,49000
E06000054,50400
E06000054,51300
E06000054,55100
E06000054,49900
E06000054,51900
E06000054,56100
E06000054,45600
E06000054,54700
E07000040,46400
E07000040,39000
E07000040,45300
E07000040,50200
E07000040,40700
E07000040,54100
E07000040,47100
E07000040,49200
E07000040,48000
E07000040,39300
E07000040,42000
E07000040,49400
E07000040,51400
E07000040,54800
E07000040,47100
E07000040,48800
E07000040,48500
E07000040,42900
E07000040,41900
E07000040,42300
E07000041,50300
E07000041,42100
E07000041,48700
E07000041,39500
E07000041,45300
E07000041,48200
E07000041,43800
E07000041,38400
E07000041,57200
E07000041,45100
E07000041,56800
E07000041,45700
E07000041,44000
E07000041,47800
E07000041,48500
E07000042,46000
E07000042,47900
E07000042,46200
E07000042,40500
E07000042,38300
E07000042,49000
E07000042,45300
E07000042,51200
E07000042,43900
E07000042,47800
E07000042,43200
E07000043,34900
E07000043,39500
E07000043,37100
E07000043,47600
E07000043,45000
E07000043,46500
E07000043,41700
E07000043,34800
E07000043,40300
E07000043,41500
E07000043,43500
E07000043,44300
E07000043,41000
E07000043,40900
E07000044,52200
E07000044,46300
E07000044,41000
E07000044,47000
E07000044,48500
E07000044,46400
E07000044,41400
E07000044,47900
E07000044,50600
E07000044,40900
E07000044,42300
E07000044,45800
E07000045,48700
E07000045,50600
E07000045,47400
E07000045,46300
E07000045,43200
E07000045,39400
E07000045,45100
E07000045,47700
E07000045,43200
E07000045,35400
E07000045,50100
E07000045,44600
E07000045,51800
E07000045,36700
E07000045,43000
E07000045,43400
E07000045,41400
E07000045,44000
E07000045,48200
E07000046,37400
E07000046,41900
E07000046,37600
E07000046,38400
E07000046,42000
E07000046,39300
E07000046,42300
E07000046,38700
E07000046,41800
E07000047,43400
E07000047,40800
E07000047,46300
E07000047,47000
E07000047,44300
E07000047,46900
E07000047,45100
E07000048,46800
E07000048,50400
E07000048,47900
E07000048,50100
E07000048,39000
E07000048,44100
E07000048,47900
E07000049,49600
E07000049,53300
E07000049,50100
E07000049,51800
E07000049,51900
E07000049,45800
E07000049,55700
E07000049,41400
E07000049,50400
E07000049,44000
E07000049,52900
E07000049,52600
E07000050,41900
E07000050,51200
E07000050,43600
E07000050,45200
E07000050,48300
E07000050,54100
E07000050,44200
E07000050,49400
E07000051,48900
E07000051,44900
E07000051,43900
E07000051,50400
E07000051,48700
E07000051,40800
E07000052,42200
E07000052,47900
E07000052,43500
E07000052,51500
E07000052,40300
E07000052,39100
E07000052,46700
E07000052,40300
E07000052,45900
E07000052,48900
E07000052,48700
E07000052,43700
E07000053,40600
E07000053,48300
E07000053,43100
E07000053,37100
E07000053,38600
E07000053,44400
E07000053,42900
E07000053,38600
E07000053,39100
E07000078,45800
E07000078,59100
E07000078,43200
E07000078,41400
E07000078,39700
E07000078,41200
E07000078,49400
E07000078,54000
E07000078,54200
E07000078,52000
E07000078,54000
E07000078,59400
E07000078,50600
E07000078,61900
E07000078,61400
E07000079,48000
E07000079,48100
E07000079,55000
E07000079,55200
E07000079,51800
E07000079,51200
E07000079,43800
E07000079,47700
E07000079,51700
E07000079,55400
E07000079,50500
E07000080,50500
E07000080,45300
E07000080,41500
E07000080,39800
E07000080,49800
E07000080,49400
E07000080,38900
E07000080,41900
E07000080,41000
E07000080,52000
E07000081,54300
E07000081,45200
E07000081,52100
E07000081,40300
E07000081,36000
E07000081,49200
E07000081,50700
E07000081,40600
E07000081,42600
E07000081,54500
E07000081,39300
E07000081,42600
E07000081,39300
E07000081,54800
E07000081,51900
E07000082,53300
E07000082,56000
E07000082,54700
E07000082,45400
E07000082,44600
E07000082,42800
E07000082,52100
E07000082,53900
E07000082,52400
E07000082,51600
E07000082,48000
E07000082,50800
E07000082,48800
E07000082,46900
E07000082,50800
E07000083,50900
E07000083,43900
E07000083,50500
E07000083,54700
E07000083,51800
E07000083,51900
E07000083,53300
E07000083,47200
E07000083,50200
E07000187,49900
E07000187,45600
E07000187,49700
E07000187,41200
E07000187,49200
E07000187,49800
E07000187,44400
E07000187,41400
E07000187,44800
E07000187,45900
E07000187,38800
E07000187,46500
E07000187,51900
E07000187,39700
E07000188,49900
E07000188,44800
E07000188,53100
E07000188,38600
E07000188,37800
E07000188,43000
E07000188,46600
E07000188,36000
E07000188,39900
E07000188,43600
E07000188,50600
E07000188,47700
E07000188,37700
E07000188,49700
E07000189,48800
E07000189,47700
E07000189,41900
E07000189,46200
E07000189,45400
E07000189,52800
E07000189,46500
E07000189,44400
E07000189,44700
E07000189,46500
E07000189,46700
E07000189,50600
E07000189,42700
E07000189,39500
E07000189,43500
E07000189,45200
E07000189,46400
E07000189,51500
E07000189,43200
E07000189,44300
E07000189,40900
E07000189,44000
E07000189,39700
E07000189,46600
E07000190,49600
E07000190,52000
E07000190,45800
E07000190,37900
E07000190,49700
E07000190,50800
E07000190,46300
E07000190,50600
E07000190,38300
E07000190,44300
E07000190,55700
E07000190,42200
E07000190,47200
E07000190,52500
E07000191,38400
E07000191,39300
E07000191,35900
E07000191,43800
E07000191,39800
W06000001,34400
W06000001,37400
W06000001,32200
W06000001,37600
W06000001,40000
W06000001,37500
W06000001,37100
W06000001,43400
W06000001,39800
W06000002,31600
W06000002,39600
W06000002,39200
W06000002,43000
W06000002,38700
W06000002,37900
W06000002,39200
W06000002,36400
W06000002,34000
W06000002,35100
W06000002,37900
W06000002,35100
W06000002,33500
W06000002,36300
W06000002,36200
W06000002,33800
W06000002,33600
W06000003,32900
W06000003,35500
W06000003,41500
W06000003,34400
W06000003,32100
W06000003,39600
W06000003,31500
W06000003,39700
W06000003,36200
W06000003,33400
W06000003,37500
W06000003,38500
W06000003,37600
W06000003,38500
W06000003,37000
W06000004,31800
W06000004,35800
W06000004,34200
W06000004,29400
W06000004,32500
W06000004,38100
W06000004,38400
W06000004,39600
W06000004,35900
W06000004,43500
W06000004,44100
W06000004,39700
W06000004,39400
W06000004,36900
W06000004,37700
W06000005,35100
W06000005,38500
W06000005,35800
W06000005,36000
W06000005,41800
W06000005,42500
W06000005,38700
W06000005,42400
W06000005,37100
W06000005,45500
W06000005,38400
W06000005,43600
W06000005,47500
W06000005,41900
W06000005,41600
W06000005,38500
W06000005,37600
W06000005,48100
W06000005,40700
W06000005,42600
W06000006,37600
W06000006,38100
W06000006,38100
W06000006,40100
W06000006,44600
W06000006,39300
W06000006,40400
W06000006,33500
W06000006,43700
W06000006,37800
W06000006,38700
W06000006,40200
W06000006,35500
W06000006,39600
W06000006,34500
W06000006,40600
W06000006,37400
W06000006,44100
W06000023,36500
W06000023,38900
W06000023,36000
W06000023,35300
W06000023,40300
W06000023,37800
W06000023,38800
W06000023,36200
W06000023,35900
W06000023,36500
W06000023,35300
W06000023,33500
W06000023,33300
W06000023,35800
W06000023,38400
W06000023,39900
W06000023,43700
W06000023,44600
W06000023,37000
W06000008,41500
W06000008,34600
W06000008,37400
W06000008,36900
W06000008,35500
W06000008,36000
W06000008,31900
W06000008,34100
W06000008,41700
W06000009,36700
W06000009,34400
W06000009,36500
W06000009,39100
W06000009,33900
W06000009,35100
W06000009,36400
W06000009,37500
W06000009,37800
W06000009,33200
W06000009,36200
W06000009,33500
W06000009,32100
W06000009,36900
W06000009,32200
W06000009,36200
W06000010,36600
W06000010,36100
W06000010,36100
W06000010,37600
W06000010,41500
W06000010,40500
W06000010,39600
W06000010,37900
W06000010,34900
W06000010,37700
W06000010,39800
W06000010,35900
W06000010,38400
W06000010,40000
W06000010,41800
W06000010,34600
W06000010,39900
W06000010,35300
W06000010,35700
W06000010,37200
W06000010,39100
W06000010,36900
W06000010,38000
W06000010,35200
W06000010,40500
W06000011,37700
W06000011,36100
W06000011,40300
W06000011,45800
W06000011,36800
W06000011,44400
W06000011,38400
W06000011,36000
W06000011,35500
W06000011,39800
W06000011,32200
W06000011,40300
W06000011,33100
W06000011,35400
W06000011,35300
W06000011,33300
W06000011,36400
W06000011,40900
W06000011,31700
W06000011,43000
W06000011,35400
W06000011,40100
W06000011,44700
W06000011,38400
W06000011,31400
W06000011,31900
W06000011,47600
W06000011,49800
W06000011,39200
W06000011,46600
