outcode,gas_total_cons_kwh,gas_mean_cons_kwh,gas_median_cons_kwh,Latitude_Longitude
LE13,130752693.37106983,10508.132554132431,9538.71,"(52.7598635, -0.8842244)"
LE14,68835245.99988765,13108.978480268072,11086.278483025297,"(52.8513992, -0.9746363)"
LE15,163013452.52510223,12912.979445904804,10889.107416017752,"(52.6708277, -0.7353969)"
LE16,181315085.49487704,12154.114860898046,10472.912569284252,"(52.501346, -0.9713312)"
LE17,88317849.8,12667.505708130808,11170.212765956976,"(52.943426, -1.179764)"
LE18,162777102.5933738,11094.404484281202,10161.01,"(52.5926067, -1.1032413)"
LE19,83306182.85409878,11278.930795301758,9962.850388383087,"(52.6131572, -1.1938456)"
LE2,567706212.2102544,13345.233009173822,11408.109343036396,"(52.5960607, -1.0869929)"
LE3,479449457.7523103,11865.21128866339,10560.82,"(52.6052583, -1.1757828)"
LE4,460617695.18869543,11979.96554367332,10773.387369137708,"(51.8842455, -2.4874178)"
LE5,427330225.4358562,13960.477799276585,12428.23370482517,"(52.6213615, -1.0896178)"
LE6,62712445.95572185,11857.146144020013,10480.36235770798,"(51.8866435, -2.500905)"
LE65,82806494.05022343,12018.359078406884,10623.398295490231,"(52.7561594, -1.4761021)"
LE67,304081420.4881022,11342.935709045889,10240.64573070306,"(52.7246351, -1.374379)"
LE7,256538259.8905316,12501.255294114888,10611.478634002096,"(52.7016593, -1.0671659)"
LE8,202209830.11393487,11842.449787053289,10364.14565826324,"(52.5698681, -1.1691784)"
LE9,279630464.95894617,11288.166678465452,9976.568100847917,"(52.5718738, -1.3271706)"
LL11,147962993.18212217,9791.740664557088,8803.110628698007,"(53.0527864, -2.9967483)"
LL12,120091959.18282308,10850.37578449793,9798.735571042624,"(53.0906371, -2.9596639)"
LL13,131141410.78758644,9940.980199180294,8573.317975625616,"(53.0444844, -2.9943273)"
LL14,122677965.6415279,9313.541272511988,8420.366688324928,"(52.936915, -3.0910212)"
LL15,28127685.098801393,10217.103196077513,8660.808394458081,"(53.1112432, -3.2961304)"
LL16,40964511.95594365,9765.08,8472.380608424764,"(53.2354219, -3.336584)"
LL17,21277210.88994923,11163.279585492775,9588.717101195592,"(53.2637433, -3.3928384)"
LL18,159182022.9390114,9472.301275751945,8333.022558342202,"(53.3049612, -3.3558039)"
LL19,91197880.23152554,9994.288244550744,8784.464129040909,"(53.3369537, -3.4069807)"
LL20,26233951.448413745,11125.50952010761,9143.620688155204,"(52.9878065, -3.205714)"
LL21,9334946.285292022,10943.665047235663,8993.501204171234,"(52.9889765, -3.5412205)"
LL22,65907065.408470616,9269.63,8182.869166344405,"(53.2383206, -3.6055356)"
LL23,8994566.13,10849.898825040616,9156.412727511695,"(52.9387478, -3.7357566)"
LL24,4015032.4061296578,15683.720336443976,11961.238834181644,"(53.1022707, -3.9032058)"
LL26,13882726.855189048,9895.029832636526,8391.906241474167,"(53.1394723, -3.7951486)"
LL27,3179318.7220694106,11952.326022817331,10233.49343152516,"(53.1511136, -3.8397029)"
LL28,62672433.26385574,10678.553972372762,9056.603043876708,"(53.3051725, -3.7416673)"
LL29,82169229.72534135,10170.71787663589,8614.68,"(53.2952696, -3.7268868)"
LL30,101479374.67035308,10156.06231688882,8215.255192069984,"(53.3228665, -3.832882)"
LL31,45155932.750036374,9520.542430958543,8054.306458166926,"(53.2811814, -3.7927921)"
LL32,23255816.206959855,9942.63198245398,8454.715503484405,"(53.18935, -3.8432555)"
LL33,14895412.57776986,9457.4,8071.971563106442,"(53.2572728, -3.9800217)"
LL34,19713260.71,9387.267003611429,7807.9763837176415,"(53.2703452, -3.9237218)"
LL35,6109049.160749488,8918.319942699982,6778.4933235716635,"(51.023134299999995, -3.0765783915022147)"
LL36,13841659.73655755,9160.595457682031,7338.869708074265,"(52.6528209, -3.9784026)"
LL40,11112674.76694332,10223.251855513632,8406.627162258012,"(52.7853717, -3.8489824)"
LL41,19796430.402722392,10597.66081516188,9204.991766098536,"(52.9811572, -3.9280314)"
LL42,10546339.850407127,9801.431087738963,7814.046402090172,"(52.7203585, -4.052282)"
LL48,6008948.85,9418.42,8054.797155525537,"(52.9316745, -4.068095)"
LL49,16476410.929449856,9836.66,7955.3464124073535,"(52.924652, -4.126958)"
LL52,12149338.04,11818.422216386867,9724.149572406148,"(52.9175711, -4.2313022)"
LL53,18695000.051049337,9101.752702555665,7536.620743936312,"(52.9369973, -4.3332471)"
LL54,16270076.009852637,9323.825793611826,8168.148245560448,"(53.0300993, -4.2695121)"
LL55,63594334.35102622,9596.247827225929,8164.222666685989,"(53.012601, -4.1002714)"
LL56,9504441.272525543,9299.844689359634,8048.908787212145,"(53.1900003, -4.1987712)"
LL57,85113019.25,9888.81,8114.307785989617,"(53.2281457, -4.1344734)"
LL58,9062543.495944878,10182.633141511098,7891.885632185196,"(53.2943202, -4.0876066)"
LL59,21749737.000691794,10486.854870150337,8829.470232067133,"(53.2455845, -4.134626)"
LL60,38022.44809501077,7604.489619002154,3728.318537172288,"(53.2234086, -4.2328306)"
LL61,12835324.034635983,10334.39938376488,9512.659010479238,"(53.1591902, -4.2801672)"
LL65,71321010.38,8720.015940642916,7347.71,"(53.2578519, -4.4566405)"
LL68,14466830.048454378,9474.020987854865,8435.087609106666,"(None, None)"
LL71,1910834.353012991,8417.77,7340.832497512205,"(None, None)"
LL77,20881056.702888142,9162.376789332226,7903.171671452474,"(53.269701, -4.2665429)"
LN1,128437699.62993324,10631.379822029074,9107.614677075206,"(52.4834855, -1.9040209)"
LN10,30303711.127246294,13320.312583404966,11707.094185192078,"(53.1499844, -0.2118543)"
LN11,104370330.68923296,10670.721878052647,9050.996285037349,"(53.3606771, 0.01028)"
LN12,60958164.35423997,9686.662061693942,8477.859228797375,"(53.3547249, 0.2516661)"
LN13,23340905.57041406,10790.987318730497,9144.366966644884,"(53.2612106, 0.1777318)"
LN2,195178753.8,11204.291265002184,9715.517412635509,"(52.91162855, -1.512007199146515)"
LN3,38770066.80158662,10832.653479068627,9673.8,"(53.3025051, -0.3997989)"
LN4,132985473.1624219,10910.285762771508,9940.997675668255,"(53.024637, -0.1531785)"
LN5,132573511.52924402,10439.681197672577,8987.424757137687,"(53.1910199, -0.5607915)"
LN6,243446891.8,9782.876903692786,8822.536106644244,"(53.2141857, -0.5789385)"
LN7,19088837.046235207,11653.746670473263,10314.98,"(53.5247371, -0.4234898)"
LN8,44508792.791463576,11214.107531232949,9898.285555356031,"(53.415459, -0.2960899)"
LN9,40023180.99182244,10658.636748820889,9418.519180722358,"(53.210619, -0.0787372)"
LS1,6737129.88,22532.206950318665,15639.003584917662,"(53.7980047, -1.5492258)"
LS10,139413290.3987731,9435.117108742088,8447.16,"(53.7926968, -1.541602)"
LS11,145232253.78928837,10196.030173356388,8593.509029221446,"(53.7821538, -1.5495656)"
LS12,173074626.63639688,10157.557757872932,8778.247231291472,"(51.8821364, -0.4160764)"
LS13,149765152.69511077,9746.528224333644,8777.246975227376,"(53.8040872, -1.6399715)"
LS14,159262325.9352634,10102.913342759668,8759.54,"(53.8025778, -1.4834471)"
LS15,182263251.29751647,11595.829704639042,10528.695346007618,"(53.796566, -1.4715682)"
LS16,223944325.03713417,13799.87213687048,11908.251542695793,"(53.8780653, -1.5642278)"
LS17,258059969.7531423,15378.104389079454,13488.453043975796,"(53.8548222, -1.4843425)"
LS18,112348094.16862191,12861.831043917791,11151.85487484906,"(53.8365467, -1.6567346)"
LS19,109893481.74694043,12492.154342041656,10996.815184686726,"(53.8509164, -1.6823708)"
LS2,20438750.829002075,13517.692347223594,8665.718423916476,"(53.7984562, -1.5337299)"
LS20,74268115.68548508,13687.452208898836,11757.509922541216,"(53.8698455, -1.71577)"
LS21,87175637.32091443,11648.267947743778,10312.13990781594,"(53.90291, -1.6900488)"
LS22,99122887.75,14449.400547309984,12123.103514498504,"(53.9294113, -1.3984233)"
LS23,59333728.00144439,14211.67137759147,11998.071506306373,"(53.9239782, -1.3269322)"
LS24,51516278.70701984,11716.23350171022,10323.642852569752,"(53.8260688, -1.2101839)"
LS25,204152976.4709026,10882.934936345358,9780.503808975216,"(53.7636108, -1.3797846)"
LS26,148294682.11165583,10845.01,9848.521221430035,"(53.755252, -1.4861803)"
LS27,177560618.4747257,10439.829402323949,9346.392676529134,"(53.7435018, -1.599597)"
LS28,210259553.95335063,11928.943262983696,10493.186255683258,"(53.7922642, -1.6709257)"
LS29,214973280.06909645,15617.38322332702,13454.44433775328,"(53.9232503, -1.8123914)"
LS3,10872383.11423353,11049.16983153814,7628.953011970983,"(54.6473937, -2.9168850397137747)"
LS4,39491692.44397785,10687.87346251092,8793.251072273619,"(53.808843, -1.589587)"
LS5,32895711.488235474,9854.916563282048,8647.713814736242,"(53.8132767, -1.6022593)"
LS6,206915250.62654245,13019.269529134994,10786.802030455256,"(53.8151221, -1.5621779)"
LS7,136663954.84966037,11568.945640367425,9971.552717493045,"(53.8084832, -1.533334)"
LS8,250130827.62660137,13889.983764249297,12088.59468024107,"(53.8135135, -1.4906682)"
LS9,128087185.97252382,9631.34,8217.103578518294,"(53.8015296, -1.4880928)"
LU1,190252035.6667436,12547.123634290288,10889.086886444877,"(51.8502764, -0.3737143)"
LU2,264286018.32696643,12401.389814038122,11132.84580737405,"(51.8801212, -0.3754067)"
LU3,263868669.6926607,12581.350769687726,11286.528046131136,"(51.9459591, -0.443545)"
LU4,221832058.4431804,12754.833167156186,11480.743625424711,"(51.8947591, -0.4865025)"
LU5,192521355.64357,10927.537498216028,9922.513990530048,"(51.8925289, -0.4969529)"
LU6,163771264.91141754,12430.456539766035,11027.24023666635,"(51.8622068, -0.5912978)"
LU7,266006281.8636483,11316.045512555762,10012.519351683017,"(51.8647194, -0.6591792)"
M1,8279767.194305893,14374.595823447731,8034.867464815166,"(52.8964249, -1.2987089)"
M11,87530103.65139025,9418.928618464462,8227.228207639342,"(52.2337096, 0.0676459)"
M12,63843756.77275901,10279.142935559332,8825.715256005553,"(54.46225235, -6.4166631775892)"
M13,72131325.12,11539.165753013567,9817.943783559384,"(51.41605265, 0.8696264425098648)"
M14,182692516.7655517,11463.419512176177,9627.96,"(54.16481765, -0.2572280499999984)"
M15,34930749.48865295,8080.210383680997,6974.145950123412,"(51.41615625, 0.8694327717776128)"
M16,148573429.64273715,12244.390113955593,10183.660420582695,"(52.9782667, -1.987237)"
M17,6998249.708934246,26112.87204826211,21870.51712027219,"(54.164874, -0.2576286500000009)"
M18,100241354.59160872,9793.98,8759.763558240058,"(53.6185264, -0.9780655)"
M19,153512838.60085398,11557.09091326161,10176.25,"(52.9849374, -1.9854614)"
M2,2933951.5252959924,24048.782994229445,20319.200549686975,"(57.13173505, -3.6543120832913654)"
M20,224897200.55190223,11721.943112264267,9705.235285141684,"(51.1031645, 0.989978)"
M21,136678858.51670653,12237.340721345376,10468.601577921632,"(51.416229599999994, 0.8697472302133048)"
M22,175656725.40243977,9694.079768346566,8745.982606470572,"(54.7441186, -6.257414)"
M23,123752065.97675572,9333.438869956688,8394.568336293365,"(51.2249277, -0.1176363)"
M24,227594371.22111875,10418.602482083716,9337.58,"(51.41606855, 0.87004665)"
M25,168653755.9796718,13563.91796523016,11616.850166602211,"(51.4186118, -0.5394524)"
M26,153533482.71712765,10011.964963620974,8944.82,"(51.2939256, 0.14792)"
M27,193841778.0771819,10681.164760699909,9676.689027903329,"(50.8680128, -1.2020312)"
M28,219709726.31704265,11555.763231317658,10187.076420299403,"(51.41640925, 0.8697595282243201)"
M29,106508594.31464627,10361.76615572004,9551.18,"(51.4163601, 0.8698636)"
M3,13909451.017123817,9156.978944781971,6515.437126868547,"(51.4208516, -0.4154417)"
M30,164139711.81605992,10184.891524947872,8571.752001927585,"(51.41630505, 0.8699631159415584)"
M31,34922863.243805274,9408.098934214782,8819.809133817407,"(51.416244, 0.8700784787445347)"
M32,131177576.885884,11199.315024834286,9964.612484559166,"(51.5054673, -2.5271147)"
M33,301058396.92286646,12258.078050605312,10910.576388305091,"(51.41615255000001, 0.8702714271028327)"
M34,218630128.00645897,10374.401063227624,9345.4540085298,"(51.41610585, 0.8703789828686492)"
M35,99476750.30635568,10523.29951405434,9456.685976405184,"(51.4160447, 0.87048225)"
M38,60231064.41952056,9574.163792643549,8685.937030894695,"(52.9717489, -1.9899748)"
M4,13343694.883828864,9920.96273890622,7139.517371381904,"(51.5742454, -2.6999204)"
M40,177411486.5472544,9680.334290787056,8614.079210939559,"(52.3474682, -1.8178993)"
M41,204324830.49865335,11898.72062069959,10896.373918741436,"(51.5051047, -0.2172653)"
M43,109149150.75861707,10473.96130492439,9694.899571314396,"(52.9697572, -1.990117)"
M44,83830281.67522267,9889.144942222798,9059.99,"(52.9694794, -1.9902296)"
M45,123070834.70129238,12562.093977880206,10517.819262817504,"(52.3259527, -1.141135)"
M46,98192095.50710095,9666.479179671289,8539.375536735166,"(52.9691789, -1.9905515)"
M5,51417856.40704929,8430.538843588996,6907.209898660504,"(52.558951, -1.9794808)"
M50,5776713.218971785,14405.7686258648,9421.34,"(52.0359643, -2.1608214)"
M6,140302299.93716025,10492.24498483101,9068.358442556697,"(52.4050587, -1.1889492)"
M60,38197.61159003896,6366.268598339826,3361.7269660364677,"(53.5039177, -2.3805658)"
M7,131721733.11334684,12698.518568721376,9306.079860613803,"(51.542665799999995, -0.008708585285704742)"
M8,133870194.45031478,12356.488319209411,10695.495105299817,"(55.9182648, -3.5094288)"
M9,164480278.2784363,9970.91890630676,9074.766487668838,"(56.0996539, -3.952229)"
ME1,140089958.88647026,10195.03375929483,8727.162495538527,"(51.3668481, 0.5056877)"
ME10,202295081.7842211,9598.817641006934,8600.522911789629,"(51.3300751, 0.7305807)"
ME11,13249184.85956414,8710.838171968533,7862.622975012931,"(51.4171778, 0.7424689)"
ME12,158755771.48393056,9907.374655762016,8831.37,"(51.4411442, 0.759302)"
ME13,117970307.4957812,10034.901964595205,8547.174740687247,"(51.3146253, 0.8714484)"
ME14,148970751.99024585,11623.810236442405,10202.962369099025,"(51.2729068, 0.5202799)"
ME15,208385371.3243139,10348.89607291984,9114.559962351155,"(51.2644736, 0.5080872)"
ME16,140489638.03105104,10559.954752784955,9344.405821036298,"(51.2676979, 0.504711)"
ME17,108711076.34386674,11400.070925321595,9562.78,"(51.1982944, 0.5960551)"
ME18,32586776.30016346,13123.953403207192,11122.345803842005,"(52.9411178, -1.1601718)"
ME19,120365081.79606453,12036.508179606451,10361.511139298907,"(51.315678, 0.3533315)"
ME2,172062650.03269604,10321.694663029157,9208.293197559851,"(51.4025901, 0.4946923)"
ME20,89819320.47,10448.96701639694,9355.374603877452,"(51.3180635, 0.4775905)"
ME3,115982524.34667093,10565.958307977671,9392.269600718077,"(51.4367976, 0.505943)"
ME4,124426750.17398924,9822.13,8438.484074324371,"(51.3737165, 0.5371237)"
ME5,211499104.96287817,10454.725900290568,9462.070946089016,"(51.3764559, 0.5409456)"
ME6,40689694.34114036,8954.598226483355,8141.329775459429,"(51.3297452, 0.4478798)"
ME7,210116659.59294495,10516.875699131337,9198.820157828117,"(51.3945292, 0.5546876)"
ME8,222830629.7127831,10601.895028679375,9545.333979489882,"(51.3643564, 0.6077593)"
ME9,80108789.90985751,11303.62,9672.472144276331,"(51.3518425, 0.6683256)"
MK1,5751162.521288751,18374.32115427716,13677.525242811416,"(52.4758939, -1.8937444)"
MK10,90685694.12,10042.712526849014,8750.22,"(52.0359375, -0.6877876)"
MK11,50680615.65300673,10698.88445281966,9439.867618717111,"(52.042890150000005, -0.8234337090877537)"
MK12,59379178.00325868,10386.422599835349,9192.05,"(52.0598382, -0.8345233)"
MK13,80308272.23449785,10722.065718891568,9704.33594297844,"(52.0553881, -0.7966828)"
MK14,86148532.73,10873.221347257302,9564.271271049976,"(52.0779525, -0.7430793)"
MK15,34118191.15,12357.186220148353,10679.954819753504,"(52.0618985, -0.7335996)"
MK16,73635780.58647083,11096.41057662309,9921.131573198332,"(52.1160847, -0.6111517)"
MK17,112923583.9290898,12997.650083919176,10788.561182901249,"(52.0017633, -0.8277865)"
MK18,136356024.74780285,11691.33368325498,10246.516697734596,"(52.0044728, -0.9795503)"
MK19,56956055.07872471,11676.108052219088,10517.114647276823,"(52.0577403, -0.9166558)"
MK2,64940182.166350625,10230.02239545536,9027.163438752814,"(52.4759975, -1.8933805)"
MK3,119574817.16472092,10731.898865977464,9757.788063569928,"(52.4761819, -1.8929449)"
MK4,97934331.67,10823.865127489844,9700.875793565883,"(52.4757599, -1.8937266)"
MK40,169383535.38725552,12317.906725856705,9765.840082493432,"(52.1355372, -0.4487091)"
MK41,193027640.50229284,11177.69647937303,9983.081220152206,"(52.1618701, -0.4545985)"
MK42,218933602.01154432,10359.79756833125,9142.147784043967,"(52.1333912, -0.4659826)"
MK43,166056663.58939707,11450.604302123644,10022.124558258847,"(52.1299414, -0.5674726)"
MK44,53724374.20988963,12908.307114341573,11193.424701417676,"(52.1459677, -0.3216666)"
MK45,213023631.44529253,11849.128459522335,10399.54349327351,"(52.0630138, -0.4756074)"
MK46,51278909.21068351,12778.198158655248,11194.54874148221,"(52.1491768, -0.7587441)"
MK5,73501735.91839041,13053.052018893695,11231.872610658878,"(52.0160005, -0.7764203)"
MK6,104556290.76320116,10542.074083807336,9295.717354903243,"(52.0154547, -0.7260102)"
MK7,56693607.08641216,10815.262702482289,9453.690246753424,"(52.4764355, -1.8954923)"
MK8,62691199.701094195,10887.66927771695,9815.55,"(52.0358404, -0.7973599)"
MK9,9404022.898027277,10772.076630042697,7665.634577106666,"(52.0396756, -0.7551489)"
ML1,276059014.4114639,11276.920523344112,10004.404801227764,"(55.7903235, -3.9926445)"
ML10,71140359.26113701,16182.975264134897,14393.188575548944,"(55.7115993, -4.0947461)"
ML11,108925411.75088412,14107.68187422408,12402.518745433104,"(55.6786032, -3.7738083)"
ML12,23223344.576137085,14726.280644348182,12453.574396092072,"(55.5040965, -3.4291129)"
ML2,201270616.9,11459.92238537112,10321.250162679984,"(55.770887650000006, -3.909192312226799)"
ML3,284986932.4320315,11813.90923318126,10460.401838004494,"(55.7768973, -4.0371299)"
ML4,107197461.04605033,10667.475474778616,9592.46,"(55.8083638, -4.0377439)"
ML5,226292866.1187049,11133.172592674648,10051.456087139784,"(55.8739663, -4.0490894)"
ML6,283470051.96741396,12055.373478243342,10876.367854477923,"(55.9139777, -3.940582)"
ML7,77386491.87394577,12405.657562351038,11199.556153946363,"(55.8149568, -3.7879993)"
ML8,105718764.42880036,13242.98690076417,11829.894585098558,"(55.730725, -3.811832)"
ML9,128839229.99634825,12415.845619769512,10979.968165297669,"(51.023134299999995, -3.0765783915022147)"
N1,337874283.86556125,9349.556806285938,7325.3862766618995,"(54.0973616, -6.3623124)"
N10,151291596.6,14531.898629771107,11617.660282346937,"(51.4663964, -0.4844771)"
N11,131089321.99427308,11999.022608171448,10454.604611117156,"(51.4660634, -0.4876472)"
N12,154197297.52923265,14386.760359137214,12121.83002276352,"(51.5489673, -0.006368001444653664)"
N13,153921367.9,13459.37110208762,11858.162560444429,"(51.548013350000005, -0.005264893233919637)"
N14,172855579.82146814,15981.470027872425,14452.041766362518,"(51.547449099999994, -0.00592814922180473)"
N15,175778125.81590232,10833.782792967786,8834.806635365852,"(51.5466976, -0.006458016441055972)"
N16,269249854.2,11132.467302394814,8602.343913914578,"(51.574245, -0.0720866)"
N17,229446529.4711319,10804.093302779673,9311.335582494894,"(51.5931159, -0.0694647)"
N18,117769323.00181895,11834.92342496422,10607.774629841497,"(51.6135027, -0.0445114)"
N19,134696323.70735937,9587.609346384752,7613.224230437305,"(51.5730635, -0.1288472)"
N1C,248631.56185426575,27625.729094918417,28575.45763037328,"(51.5319464, -0.1260096)"
N2,136794332.6,15683.826252493463,12094.735685240634,"(51.36653835, 1.3886543093601431)"
N20,132440760.23236457,16873.583925642062,13902.431699186543,"(51.625735399999996, -0.1763532580298)"
N21,146716764.90971163,16369.158195884373,14440.02843156143,"(51.6310733, -0.1000332)"
N22,179995878.96375194,11297.757906336426,9564.616724563684,"(51.5965195, -0.1133873)"
N3,168559286.30736715,16209.182258617862,13098.342475194471,"(54.1223256, -7.4816194)"
N4,192227350.7837452,9999.862185077522,7838.7,"(53.4835436, -2.235114)"
N5,104815669.75963607,10471.095880083523,8168.230275054769,"(52.45962095, -1.712837382117714)"
N6,116571023.54164872,15526.241814284596,11039.674689526502,"(50.794113, -0.6564612)"
N7,165769883.79013333,8911.401128380461,7000.269759911434,"(51.4648252, -0.4743269)"
N8,187703525.0,12052.364518613394,9682.564264545852,"(50.7941113, -0.6562311)"
N9,190651723.37155312,11908.29002945366,10605.772407373192,"(50.7941437, -0.6560887)"
NE1,20170474.22662784,13712.083090841496,8415.882998459554,"(52.4825244, -1.8926859)"
NE10,164505130.96221778,10575.707551412264,9732.740845722472,"(54.949922, -1.5698086)"
NE11,88978895.7,11729.356142886092,10295.210397074688,"(54.9553277, -1.6375052)"
NE12,178222288.44272137,11040.221052017678,9923.675391585406,"(55.0433363, -1.5796743)"
NE13,115712456.565038,11661.035630861434,10470.889863247843,"(55.0476093, -1.6238261)"
NE15,160445860.98087135,11152.91679277571,10013.237472382523,"(54.9785912, -1.6812167)"
NE16,148247078.2,12927.021116034097,11775.93732622561,"(54.9071964, -1.7330766)"
NE17,24095502.34583444,10467.20345170914,9572.81,"(54.914894, -1.8176307)"
NE2,133294028.67538318,14382.17832060673,11364.050174448532,"(54.9913296, -1.5981326)"
NE20,93906415.97970156,20611.592620654425,18185.039195714875,"(55.0836327, -1.7641532)"
NE21,91523775.34392688,11256.15242207931,10135.278109943903,"(54.9664508, -1.7042623)"
NE22,89668258.04757795,10804.706355895643,9872.497059704394,"(55.142823, -1.5611403)"
NE23,196873965.04650408,10746.982097631098,9836.08,"(55.0858692, -1.5915353)"
NE24,186602910.90888184,9857.002319416926,9019.2,"(55.116336, -1.5333017)"
NE25,167599759.32211325,12242.495202491837,11332.781280209849,"(55.0456295, -1.4991527)"
NE26,122931291.69246532,14715.261155430371,13238.456579611831,"(55.0792687, -1.4729276)"
NE27,74359337.72152267,10542.93743393204,9752.424819522128,"(55.0383189, -1.5041372)"
NE28,213575923.03442177,9738.096071239364,8864.677601118532,"(55.0052764, -1.495641)"
NE29,174210853.8833914,10419.932644499757,9286.898839136187,"(55.0034961, -1.4837332)"
NE3,303375671.2475946,13736.107545395029,11793.652902655078,"(55.0024101, -1.6228814)"
NE30,132732906.02546608,12782.444725102663,11507.251083850071,"(55.0239047, -1.4276411)"
NE31,102957235.86463524,9816.670086254311,9021.165192827895,"(54.9619663, -1.5260751)"
NE32,114196185.6274628,10079.988139064597,9152.063618601502,"(54.9552977, -1.4776605)"
NE33,135551092.78499115,9949.434291323489,8171.31,"(54.9894377, -1.4370802)"
NE34,244107525.95154145,10244.136386400663,9416.813066221008,"(54.9582803, -1.4369385)"
NE35,31318411.016153634,10566.265525018094,9732.74,"(54.9506856, -1.4409652)"
NE36,39876391.062338986,13670.343182152548,12395.982500947808,"(54.9455706, -1.4377472)"
NE37,94705932.64730129,10501.877649955784,9294.772428660091,"(54.9085781, -1.5487627)"
NE38,156942377.43511128,11266.502328435845,10121.991427630132,"(54.9025081, -1.4913431)"
NE39,49974661.38560013,12893.359490608907,11287.282676627035,"(54.9246014, -1.7408566)"
NE4,177721857.1257335,13312.498661103631,10883.286954830532,"(54.9687936, -1.6404171)"
NE40,86868523.59281808,11639.893285919614,10465.968869795555,"(54.9683635, -1.7575528)"
NE41,14285790.629378056,15647.08721728155,13233.53558616401,"(54.9728837, -1.8306587)"
NE42,62644668.24952194,11652.654064271195,10812.898908032252,"(54.9591879, -1.8436335)"
NE43,25699424.77725648,16012.102664957309,13128.226326331149,"(54.9460797, -1.904186)"
NE44,7737747.768966103,19891.38243950155,18157.48163239193,"(54.9488138, -1.9719043)"
NE45,27865866.295111943,15602.3887430638,13157.260187686552,"(54.9724718, -2.000538)"
NE46,82010495.41885875,13693.520691076768,11661.77027818516,"(54.9746512, -2.1089161)"
NE47,2639935.3881402216,18461.09,16690.04138555491,"(54.9738361, -2.3655817)"
NE49,19979733.987230465,11656.78762382174,10322.76796039569,"(54.9481406, -2.4907017)"
NE5,237303232.0023124,10783.079565697844,9860.686675428777,"(54.998674, -1.702378)"
NE6,218829961.60097423,10348.038095284166,8955.223880596961,"(54.9937984, -1.5652114)"
NE61,173740992.6376978,12238.728700880374,10722.352628548351,"(55.1365835, -1.7225881)"
NE62,44172651.249030136,10445.176459926728,9799.556340476089,"(55.1517483, -1.6010988)"
NE63,140862076.94452506,10136.87945772345,9213.08,"(55.1766348, -1.5386478)"
NE64,29238601.66000793,10020.082817000664,9001.481219028154,"(55.1783612, -1.5228665)"
NE65,82461105.39134853,11526.573300440106,10075.73408919705,"(55.3108548, -1.7968226)"
NE66,74063048.70990266,11939.87565853662,10398.059160182209,"(55.4690053, -1.8300554)"
NE7,80833970.73115975,13071.470040614447,12088.78019291329,"(55.0060825, -1.5777913)"
NE70,6318880.4150804365,10838.559888645688,9632.352579338738,"(55.5512866, -1.7847635)"
NE71,12385418.614614071,11078.191962982177,9850.061195006596,"(55.5746663, -2.1180189)"
NE8,140091785.75255385,10369.488212624266,8295.810758276937,"(54.9515196, -1.627826)"
NE9,194378731.08959123,12216.625673407783,11061.409077265442,"(54.9379498, -1.5956558)"
NG1,33181059.874615807,12976.558417917797,8529.611031404485,"(52.954662, -1.1371103070736441)"
NG10,219950378.1609148,10627.675790535117,9485.57,"(52.8903301, -1.2661075)"
NG11,174852331.94106027,10522.49695739666,9324.155193994227,"(52.9077171, -1.1815326)"
NG12,200420946.9498509,12676.846739396004,10929.336273518878,"(52.90205605, -1.098045206577141)"
NG13,116898055.92925686,12140.2072831298,10634.324651847672,"(52.9846427, -0.9678668)"
NG14,111500552.04749268,13697.856516890992,11914.69495599481,"(53.0157061, -1.0072318)"
NG15,221562115.5273224,11249.663139239525,9974.770049867597,"(53.0212277, -1.1889194)"
NG16,320749619.03029674,11269.3984621705,10152.075014406884,"(53.0494397, -1.2975722)"
NG17,369519185.7318196,11359.68,10337.33,"(53.1237724, -1.269579)"
NG18,246927190.31826615,12166.298301057654,10778.850547313228,"(51.023134299999995, -3.0765783915022147)"
NG19,267017736.37201464,11162.015566090404,10310.010529039288,"(53.1529543, -1.1988664)"
NG2,291328939.5450566,12392.757339844164,10779.347199879174,"(52.9418247, -1.1651899)"
NG20,125118403.87174658,10725.966898563787,9780.082245663065,"(53.2155998, -1.161622)"
NG21,117305171.0011113,10928.37441784156,9873.452927272,"(53.1683484, -1.1199848)"
NG22,99180308.52541704,11213.149635434373,10026.421916285546,"(53.2146658, -0.9684879)"
NG23,51820587.30558476,14028.312751917909,12247.948824919797,"(53.1230964, -0.8120092)"
NG24,224374923.4458516,10402.657677493236,9185.09,"(53.0658729, -0.8323646)"
NG25,49458284.07993538,13784.36011146471,12163.021236863986,"(53.0801545, -0.9503878)"
NG3,210694802.6642445,11869.461025533465,10106.879631283024,"(52.9692711, -1.1523416)"
NG31,208378516.41521525,10354.211995787093,9321.175278623808,"(52.9220862, -0.617346)"
NG32,20511953.791203372,13665.52551046194,12185.867254702956,"(52.9454684, -0.6189312)"
NG33,14126009.546267902,11166.805965429172,9605.260543933744,"(52.8579049, -0.6561039)"
NG34,158249039.70217574,10265.912403644226,9310.248922261437,"(52.9890271, -0.4466949)"
NG4,196736288.6548421,11112.533249821628,10045.294713627483,"(52.9634926, -1.0779581)"
NG5,423788126.1859214,11166.718299542075,9911.2,"(53.409076, -1.4521177)"
NG6,166080630.96517143,9837.73,8745.06,"(53.4085358, -1.4519291)"
NG7,223072646.6389289,12167.820140671403,9680.3762155265,"(52.9695426, -1.1685692)"
NG8,305217118.6810651,11657.517327975902,10221.60637304327,"(52.9488868, -1.2273874)"
