outcode,gas_total_cons_kwh,gas_mean_cons_kwh,gas_median_cons_kwh,Latitude_Longitude
ST17,186208594.8286305,11284.68546322226,10145.52101508693,"(None, None)"
ST18,59705249.75392054,11681.715858720512,10321.58640854242,"(None, None)"
ST19,68617764.38445275,11509.185572702574,10222.67326615054,"(None, None)"
ST2,155181933.58572933,10253.861080066694,9482.308395353317,"(None, None)"
ST20,19395238.525216497,10982.58127135702,9904.172947650964,"(None, None)"
ST21,19067422.405151203,12301.562842033034,10716.744412396456,"(None, None)"
ST3,315406299.3,11006.640819222255,9856.731657689605,"(None, None)"
ST4,283830891.3124543,11299.000450336556,9900.216421959874,"(None, None)"
ST5,392368415.48389006,11339.472154323164,10015.94479855106,"(None, None)"
ST6,303976845.61235726,10548.525023852491,9487.748618185173,"(None, None)"
ST7,280926455.9,11503.007775650723,10458.086545048194,"(None, None)"
ST8,91938340.26,11429.430663271754,10474.407213538589,"(None, None)"
ST9,67830581.27129954,14389.177189499267,12798.866059735425,"(None, None)"
SW10,85847624.78284271,11001.87425129344,7694.152204537471,"(None, None)"
SW11,294953882.4774893,10606.418155183188,8419.261568963018,"(None, None)"
SW12,156594009.57272878,11863.182543388544,9360.836171139292,"(None, None)"
SW13,101718114.38765831,16238.52400824686,12812.596788858173,"(None, None)"
SW14,103389988.76860651,14799.597590696609,12556.824426262228,"(None, None)"
SW15,288048081.28141755,11982.033331173774,9202.61,"(None, None)"
SW16,384786149.3514764,12646.207294556689,10527.040044033416,"(None, None)"
SW17,269828083.60706687,11167.45648568276,9079.160708627362,"(None, None)"
SW18,266361922.0,11859.91905218153,9702.387006580691,"(None, None)"
SW19,388485825.4048864,12853.97959848084,10075.325623274164,"(None, None)"
SW1A,2646489.2352984813,15297.625637563477,8902.077151335312,"(None, None)"
SW1E,3887132.120608974,13639.060072312188,9879.207505320232,"(None, None)"
SW1H,2409172.540180393,12106.39467427333,7845.017934038711,"(None, None)"
SW1P,40278823.20998569,9137.664067601108,6447.261936876665,"(None, None)"
SW1V,70303890.43938537,8862.207290985172,6406.298394428584,"(None, None)"
SW1W,44960494.83899998,14028.235519188762,9018.973113928208,"(None, None)"
SW1X,48536761.30406274,17006.573687478183,13550.440108303635,"(None, None)"
SW1Y,3238633.2252541254,13665.119093899264,7509.91,"(None, None)"
SW2,215448813.4707296,9999.480807144231,8126.870925346179,"(None, None)"
SW20,160273053.74603754,13871.650834865635,11800.41601601588,"(None, None)"
SW3,138396177.93790683,14708.914649580916,10414.7308895093,"(None, None)"
SW4,175405587.76334953,10734.736093228246,8051.579609316539,"(None, None)"
SW5,67738377.84940705,10567.609648893456,8027.355653467221,"(None, None)"
SW6,308588963.70549667,11722.723131191942,9090.909090906804,"(None, None)"
SW7,107254498.7573556,14205.893875146436,10595.569942751335,"(None, None)"
SW8,116124149.20834002,8644.048623517941,6983.871105273923,"(None, None)"
SW9,140578459.62984937,9038.09,7183.912164821168,"(None, None)"
SY1,106672559.04779032,9153.300072746724,7746.877312094055,"(None, None)"
SY10,20165003.86480716,10272.543996335791,9022.76,"(None, None)"
SY11,108651937.38558382,9895.440563350074,8561.687527849004,"(None, None)"
SY12,22267156.386783205,9635.290517863785,8325.171400587924,"(None, None)"
SY13,46647182.021860525,10382.190523449928,9032.43,"(None, None)"
SY14,13833961.590024626,11348.61492208747,9362.19,"(None, None)"
SY15,1671353.3857019944,8750.541286397876,7414.437101431044,"(None, None)"
SY16,42713151.59194533,8812.286278511518,7143.572159009956,"(None, None)"
SY17,5508950.667908754,10108.16636313533,9121.08251763074,"(None, None)"
SY18,13278051.304746963,9713.278203911455,8298.673743177043,"(52.4492016, -3.5425879)"
SY19,28588.122135733396,4084.0174479619136,3610.55117090204,"(52.5316924, -3.6792505)"
SY2,85785794.96234289,9633.4413208695,8502.573719963824,"(52.7038198, -2.7312868)"
SY20,8293338.224119774,9063.757621988823,7390.883628177172,"(52.590983, -3.8470398)"
SY21,27788031.02767466,9101.877179061468,7668.188186291527,"(52.6810073, -3.2203393)"
SY22,2891905.387376798,8953.27,7878.636803479673,"(52.7182303, -3.3036574)"
SY23,54744388.99,10240.252336596091,8025.381471566812,"(52.414255, -4.0862497)"
SY24,6449811.573923307,9802.145249123569,8373.26,"(52.4730987, -4.0269546)"
SY3,156062662.96093357,10619.397316340062,9219.694002301205,"(52.701957, -2.7715612)"
SY4,74220450.53801775,11036.49822126658,9659.868218317535,"(51.46324, -0.4489473)"
SY5,39980127.45077265,10419.63186103014,8726.117421769306,"(51.4632204, -0.4549924)"
SY6,26712916.49882631,12892.334217580266,11257.79930127778,"(51.4632177, -0.4683722)"
SY7,10715603.240784183,10071.055677428743,8337.883337883282,"(52.3611746, -2.8765565)"
SY8,52388218.574969225,10113.555709453518,8424.432337475648,"(52.3331858, -2.7992657)"
TA1,157009924.42474416,9277.35,7845.551651299059,"(51.4753682, -0.4256612)"
TA10,20185319.310501803,10107.82,7938.653131913511,"(51.0338632, -2.7985606)"
TA11,30889866.44963213,10626.02905044105,9060.876355227088,"(51.0564309, -2.6614829)"
TA12,21731349.79288162,9904.899632124712,8047.772071557652,"(50.9808098, -2.7435145)"
TA13,16154928.200665036,10607.30676340449,8972.346229070912,"(50.9334488, -2.8050276)"
TA14,11698525.725432456,10520.256947331349,8996.088869397825,"(50.9555533, -2.7480321)"
TA15,3164983.636407206,10765.250463970087,8423.681813176305,"(51.023134299999995, -3.0765783915022147)"
TA16,7361302.447986889,10486.185823343149,8931.735591795063,"(50.9064286, -2.7940004)"
TA17,2623922.249951242,14183.363513249957,11629.67634721846,"(None, None)"
TA18,32800127.348643504,9430.743918528897,8045.269343584722,"(50.891253, -2.818681599057891)"
TA19,26078244.900207784,9424.736140299165,7854.561472004727,"(50.9468702, -2.8511168)"
TA2,112065947.67749669,8710.239987369554,7396.562252854332,"(51.4743596, -0.4248912)"
TA20,62673993.51930462,9104.29888426854,7951.17,"(50.8706251, -2.9699901)"
TA21,62229869.25324223,8769.710999611363,7565.246118269424,"(50.9721281, -3.2187648)"
TA23,15485489.168106344,8073.769117886519,7043.677608593721,"(51.1795167, -3.3280103)"
TA24,55306730.500168525,9781.876636039711,8103.33,"(51.1827569, -3.3853639)"
TA3,32880809.68632774,11693.033316617262,10121.532470393053,"(51.4753265, -0.4238266)"
TA4,66361297.41286098,10708.616655294656,9035.85,"(51.4753799, -0.4220563)"
TA5,25867482.44832333,9079.495418856908,7781.481815178228,"(51.4754702, -0.4215734)"
TA6,165834721.3554256,8374.222156007958,7201.850016518344,"(51.4755671, -0.4205542)"
TA7,14328675.225310158,9847.886752790486,8401.157261414934,"(51.1236772, -2.8384417)"
TA8,67931255.60201272,9733.67,8486.250012514896,"(51.2955246, -3.0103806)"
TA9,37865779.12235446,9119.888998640285,7722.917980599361,"(51.2274809, -2.8946775)"
TD1,79964602.63,10970.586174807877,9459.31064860568,"(55.6502828, -2.8692151)"
TD11,18240702.492198635,12283.301341547902,10415.35273448044,"(55.8078044, -2.4921653)"
TD12,13094307.390394377,11618.728829098824,9846.732938903611,"(55.6218965, -2.2909348)"
TD14,23187918.81392736,11599.759286606984,10103.012283388616,"(55.8430728, -2.1285572)"
TD15,69724813.80523533,11206.17386776524,9440.433834783324,"(55.7913844, -2.0888903)"
TD2,11141583.775505632,14488.40542978626,13258.45171236634,"(55.7880708, -2.7982349)"
TD4,6712919.409188049,13345.764232978228,11844.91095293872,"(55.6579447, -2.6350844)"
TD5,42809433.178302325,11233.123373996936,9555.415402789013,"(55.6284801, -2.4188438)"
TD6,39528281.15789803,13233.43861998595,11004.995445035349,"(55.5657376, -2.6310998)"
TD7,31044875.144604716,11662.237094141516,9813.196384058358,"(55.5482107, -2.8396993)"
TD8,25062630.646814473,11428.468147202222,9832.717662252197,"(55.49126, -2.4788)"
TD9,73332220.35058126,10741.499978113558,9341.181888259463,"(55.4254861, -2.7844561)"
TF1,181189039.8457425,10027.063632857911,8848.343266460291,"(52.6947439, -2.5042388)"
TF10,81732085.48567516,10622.83408963805,9316.62888184722,"(52.7733755, -2.3808225)"
TF11,39888755.56,9679.39,8641.052119313807,"(52.6392484, -2.4130835)"
TF12,24851008.384906124,10432.833075107525,9277.063624889735,"(52.6207982, -2.4874166)"
TF13,12643434.717728678,11783.25695967258,10388.847345368971,"(52.5946451, -2.5607851)"
TF2,179241785.33479565,10155.917351396434,9191.009191007048,"(52.6958129, -2.4501769)"
TF3,105216019.3077508,9696.435287784609,8750.845707367816,"(52.6755629, -2.4515757)"
TF4,94334794.88,9361.4,8418.497548933014,"(52.6514713, -2.4687308)"
TF5,22388122.813177507,11481.088622142312,10737.516172298703,"(None, None)"
TF6,17950782.387644596,10515.982652398709,9738.987999857887,"(52.6812991, -2.5934345)"
TF7,77561569.54592602,9791.891118031312,8595.552073813522,"(52.6392601, -2.4399209)"
TF8,16785367.72619541,12706.56148841439,10591.61928727119,"(52.6432517, -2.4985626)"
TF9,80331079.91,11246.12626546962,9800.314148141484,"(52.9058356, -2.4794995)"
TN1,58444750.201309726,11738.250693173271,9029.302604787015,"(51.1266988, 0.2622365)"
TN10,77345395.13159974,11563.072975272797,10392.423163675452,"(51.204011, 0.2715219)"
TN11,59761096.34198765,14048.21258626884,11790.942976288963,"(51.2239016, 0.3381213)"
TN12,105922751.16724972,10911.996617621277,9535.86,"(51.1506853, 0.3997846)"
TN13,167274306.65525475,17114.21,14231.49715908278,"(51.2703003, 0.1918767)"
TN14,77462551.84398314,14888.055322695203,12643.017970854067,"(51.3083829, 0.0809846)"
TN15,120039509.80129066,14965.653883716575,12508.401090497997,"(51.2592311, 0.3076172)"
TN16,106589561.79820848,14595.31176204416,12920.229028184547,"(51.3144064, 0.0620823)"
TN17,42483216.07021775,13185.355701495268,10756.387321681674,"(51.10868465, 0.561736518939081)"
TN18,26238491.338860907,12221.002020894692,9668.483495970477,"(51.0491591, 0.5009362)"
TN19,14883545.843585107,12987.387298067284,10814.22272213302,"(50.9952643, 0.4292256)"
TN2,151359111.15175718,12846.63988726508,10768.353266600549,"(51.1457062, 0.2875816)"
TN20,17588588.130469576,16499.613630834498,13682.559435845782,"(50.9940277, 0.2132424)"
TN21,61160608.65219803,11868.932399029309,10053.388057588963,"(50.9572318, 0.3274669)"
TN22,89907908.04791756,11340.55348737608,9804.596119443624,"(50.970800600000004, 0.09651478418181894)"
TN23,157855089.73100474,9386.64,8414.053603443186,"(51.1291583, 0.8624973)"
TN24,138932435.13972652,10279.869414704144,9153.947864380178,"(51.1362561, 0.9071259)"
TN25,55385890.54188599,11321.72742066353,9677.96,"(51.2264212, 0.8753965)"
TN26,22345214.914081883,11488.542372278604,9556.8,"(51.107908, 0.822734)"
TN27,46601891.04854196,11673.820402941374,9749.752205223458,"(51.2105637, 0.7946688)"
TN28,45358560.38353699,11348.151209291214,10047.405085127184,"(50.9852943, 0.9326862)"
TN29,47532599.491430394,10130.562551455754,8909.144574540687,"(51.0235898, 0.9897273)"
TN3,54753841.146936096,19018.35399337829,16888.93409357014,"(51.0826725, 0.2702687)"
TN30,42272369.14260837,11901.004826184788,10195.982234560115,"(51.068142, 0.686663)"
TN31,52062750.89214113,11610.78298219026,9653.027483781349,"(50.9526657, 0.735504)"
TN32,13726861.708647383,12781.06304343332,10919.921902266027,"(50.9645346, 0.4809507)"
TN33,45230341.38635944,13053.48957759291,10887.015553734562,"(50.8829071, 0.426427)"
TN34,134043523.5937035,10174.85377210441,8683.785945202562,"(50.8559144, 0.5805923)"
TN35,78274363.76093994,11021.453641360173,9512.926211999373,"(50.9173305, 0.5768949)"
TN36,11401769.057632267,12312.925548198991,10314.644521691098,"(50.9162139, 0.7235086)"
TN37,82693884.49972889,10001.679305724345,8666.834189897048,"(50.8827939, 0.5626054)"
TN38,113685026.42598158,9652.320124467786,8082.995793969426,"(50.8560557, 0.5524667)"
TN39,138395844.8223798,11837.810693899564,10318.633169996929,"(50.845558, 0.4339344)"
TN4,161380815.80351305,13290.028477601338,11016.646623712068,"(51.140233, 0.2558156)"
TN40,77282556.66779801,9775.177924082724,8431.005358748254,"(50.8441351, 0.5004203)"
TN5,41516389.01099474,14450.53568081961,11750.557912182028,"(51.0499735, 0.422819)"
TN6,136169393.10279867,14305.01030599839,12365.806913524804,"(51.0885232, 0.1547858)"
TN7,7376371.753416025,15829.123934369152,12960.115511255037,"(51.0888051, 0.0857232)"
TN8,44464677.90207212,11144.029549391507,9546.874356516486,"(51.1727043, 0.0882365)"
TN9,81221428.07,11037.01971339186,9492.98,"(51.1932724, 0.2743944)"
TQ1,136054604.17652082,10098.315458808049,7897.608393147809,"(50.4603981, -3.4922455)"
TQ10,10130134.69707036,9565.755143598071,8135.868096224951,"(50.431399, -3.8381275)"
TQ11,13849564.050091432,8999.066959123738,7293.950405942319,"(50.5015867, -3.8289822)"
TQ12,201699823.07095084,9046.052072967252,7717.41,"(50.5306192, -3.6096684)"
TQ13,81445655.46,9847.135227161409,8240.982671111798,"(50.5918812, -3.6697686)"
TQ14,86032501.96905161,10085.87361888061,8491.76,"(50.5481383, -3.4943224)"
TQ2,137397431.65238467,9672.469669298463,7995.715329707563,"(50.5004336, -3.5307189)"
TQ3,118010291.0664922,9250.630325820508,8042.766615613095,"(50.4442557, -3.5632243)"
TQ4,81265053.64570388,9289.558029915854,7869.577839844544,"(50.4316041, -3.5576777)"
TQ5,81568203.68598509,9682.83519539234,8199.94,"(50.3822742, -3.5355444)"
TQ6,29957926.208389793,9660.730799222763,7789.286782770359,"(50.3435486, -3.5608624)"
TQ7,27958704.648745287,9206.03,7398.06,"(50.2731365, -3.6944136)"
TQ8,14734739.118331164,10154.88567769205,8079.806989618853,"(50.2279678, -3.7825161)"
TQ9,57440658.351377465,10038.563151236887,8217.457028160166,"(50.4320573, -3.6763283)"
TR1,85631303.54,9048.108996547273,7384.549158582266,"(50.2688073, -5.0503757)"
TR10,28888193.22364068,8037.894608692454,6606.200758826995,"(50.1646376, -5.1199482)"
TR11,84458207.42401667,8860.491756611065,7049.657578088223,"(50.1522431, -5.0700169)"
TR12,173528.63416304498,28921.43902717416,33085.76227606163,"(50.0802012, -5.1378384)"
TR13,37957885.20883454,7929.368123842603,6655.254227108286,"(50.1089304, -5.3342445)"
TR14,69128087.57406661,7759.354312949446,6413.991250462838,"(50.2163558, -5.2752457)"
TR15,63948386.21408207,7947.848149898343,6517.604188566542,"(50.2293268, -5.2622989)"
TR16,16135604.240566935,8929.498749621991,7313.724171736736,"(50.2072338, -5.258331)"
TR18,66298578.19288002,8011.912772553476,6382.9574235906875,"(50.1491761, -5.4930233)"
TR2,14705486.070177946,9111.205743604676,7820.524371564883,"(50.3159425, -4.927709)"
TR20,7162548.513576566,9159.269198947017,6974.101770930281,"(50.154079, -5.4698094)"
TR26,55285827.83448819,9274.589470640529,7378.042065851433,"(50.1782784, -5.4439863)"
TR27,39745465.51252101,7790.173561842614,6489.573635261741,"(50.1999715, -5.4004857)"
TR3,30288839.64590818,9661.51184877454,8223.964120891244,"(50.2129247, -5.0972321)"
TR4,1105511.4837407554,17547.80132921834,12915.077434403482,"(50.2805676, -5.204821)"
TR7,79630517.29979794,8791.180978118562,7076.213072248169,"(50.4215452, -5.0554156)"
TR8,11522070.429142222,7984.802792198352,6007.548227568112,"(50.3669517, -5.0562865)"
TR9,15919739.399942089,8883.783147289112,7113.253446256618,"(50.4347158, -4.9379129)"
TS1,75408598.57089236,11158.419439315236,8697.363823808731,"(52.4099287, -1.5089593)"
TS10,173864377.4197452,10070.337527931955,8992.623430818318,"(54.619491, -1.0691473)"
TS11,57721830.31503278,11038.789503735472,10218.934998596527,"(51.023134299999995, -3.0765783915022147)"
TS12,110560071.10017994,10956.304736912094,9833.13,"(54.5840289, -0.9733725)"
TS13,39981414.53089656,9955.53,8907.490244130644,"(54.5339573, -0.7554021)"
TS14,95246309.80206124,11386.289276994768,10325.22845712194,"(54.5248361, -1.0583618)"
TS15,79051730.11131948,13129.33567701702,11590.907972500176,"(54.4479089, -1.2793388)"
TS16,57673591.06657058,12435.01316657408,11206.578384043703,"(54.5296842, -1.3485767)"
TS17,209793894.0184061,10855.525924578602,9893.171179018029,"(54.5224607, -1.3066499)"
TS18,129603880.39054136,11595.58740185572,9895.133629575654,"(54.5668037, -1.3123642)"
TS19,166059430.2220003,10222.187148168689,9403.034284561834,"(54.5717348, -1.319589)"
TS2,6198817.079833134,11353.14483485922,8506.066521929992,"(52.2421045, -0.8767927)"
TS20,99263051.46617147,10421.317739230602,9331.19,"(None, None)"
TS21,67960874.43922947,12437.934560620328,11352.239790169771,"(54.6666853, -1.4483754)"
TS22,72641370.42,14977.602147534948,13282.745520666149,"(None, None)"
TS23,122860580.23625928,9956.286891106907,9249.00718957184,"(54.6126794, -1.2784721)"
TS24,97371869.64748846,9228.686347027624,8083.223841229524,"(54.6814876, -1.209587)"
TS25,179756651.7328427,10132.843953373322,9285.422541102414,"(54.6439261, -1.2400958)"
TS26,139863078.41398868,12204.457104187491,10685.93727701878,"(54.6837598, -1.2204507)"
TS27,58843878.18,11279.255927849148,10360.659609960832,"(54.673698, -1.2802069)"
TS28,28431041.88009567,11277.684204718633,10371.485795552802,"(54.7375492, -1.3714325)"
TS29,30935305.6,11339.921408005424,10586.041109979167,"(None, None)"
TS3,118729502.74198408,9503.68,8650.122286688558,"(52.4096117, -1.5093375)"
TS4,78540470.02760537,9935.543330500364,8809.44,"(52.4093838, -1.5094817)"
TS5,204042409.21143577,12035.770023679335,10827.169789037716,"(52.4089928, -1.510329)"
TS6,143607217.89119744,10248.14228867462,9443.9513787441,"(None, None)"
TS7,131448799.33888195,12971.06762767732,11692.772536918732,"(None, None)"
TS8,102358835.6,9872.572876589218,8985.241940643271,"(54.5026029, -1.2181201)"
