outcode,elec_total_cons_kwh,elec_mean_cons_kwh,elec_median_cons_kwh
NE37,24047257.616000056,2632.7192485220116,2218.199999999618
NE38,39105596.784000106,2759.3562506350627,2321.600000000596
NE39,12165446.638999997,3008.270682245301,2393.7999999999856
NE4,44872263.04290244,2961.8655473862996,2218.8000000005195
NE40,19857566.06,2643.094111273805,2195.3000000002994
NE41,3322090.532000003,3359.039971688577,2601.3999999999514
NE42,16108758.139000038,2860.2198400213133,2350.8
NE43,7632242.589999988,3876.2024327069516,2803.299999999897
NE44,1988652.63,4285.889288793103,2987.3999999999896
NE45,6904867.16,3473.2732188128825,2472.5
NE46,23712825.903999988,3258.151402033524,2461.8000000003344
NE47,17462372.574000005,4830.531832365146,3360.900000000221
NE48,8882553.376000008,4373.487629739048,3091.6
NE49,6501371.400999999,3052.287042723004,2309.1000000000013
NE5,61341315.19800016,2667.8256511981976,2209.399999999089
NE6,61123316.31899974,2553.7211748067575,2045.7999999994222
NE61,53086839.57799999,3196.654397422773,2427.200000000061
NE62,11595825.727000013,2651.0804131230025,2232
NE63,35632365.70499999,2579.9989649554695,2180.600000000514
NE64,7191763.5349999955,2432.1148241460924,2093.299999999888
NE65,36399675.36299995,3440.4230021739086,2442.399999999648
NE66,32683827.229000118,3402.793048308185,2423.8000000004295
NE67,4383219.561000005,4210.585553314126,2704.700000000023
NE68,7169143.918999997,5124.477426018582,3396.6000000000145
NE69,2865854.1950000003,6033.38,3570
NE7,18537182.171999965,2859.793608762722,2375
NE70,4158475.048000002,3667.085580246915,2461.7999999999784
NE71,5122277.372999999,3098.7763901996364,2219.6000000000618
NE8,46175765.099000014,2899.7591747676474,2133.5
NE9,45818401.77799991,2715.647331555234,2264.8999999992798
NG1,26705564.817999978,4142.966928017372,3019.699999999633
NG10,64303528.86099995,2980.602987902102,2407.7999999992844
NG11,51831768.80100015,3067.33,2446.5
NG12,57563029.12200004,3465.564667188443,2609.2000000002654
NG13,37004606.68400001,3580.167055340558,2668.699999999522
NG14,33032547.71999997,3783.796989690718,2826
NG15,64279945.96000047,3171.8121957959374,2502.2000000006606
NG16,90171707.94400011,3097.4068406155575,2475.3999999994303
NG17,98740640.46,2979.2306207947317,2434.9000000001292
NG18,61850427.14599974,2993.0039751270137,2393.6000000008958
NG19,69360508.19,2854.5768452547572,2343.7999999990857
NG2,83681079.37900022,3195.2758554736806,2493.2000000011785
NG20,35662944.11100006,2938.1235879881415,2402.1000000004815
NG21,32735164.312999986,2993.887352569964,2439
NG22,47721085.29,3768.5449966832502,2772.8000000003703
NG23,37042123.16000011,4557.908596037912,3208.8999999996377
NG24,68371985.75299974,3003.513695000867,2368.8999999990556
NG25,15293541.430000037,3772.457185495816,2685.8000000000698
NG3,71210393.81609783,3154.112318558614,2442.8999999990433
NG31,64320410.374000184,3043.7445757145647,2450.399999999078
NG32,30502120.907000005,5236.415606351932,3647.1000000001054
NG33,22279426.586000025,5061.205494320769,3436.400000000251
NG34,66276306.434000224,3381.961853038742,2546.3999999990992
NG4,58099121.20199994,3066.4021323692373,2466.6000000008607
NG5,117695586.5919995,2972.711320266708,2411.599999998968
NG6,50950245.44699991,2947.1451554257233,2365.6000000007707
NG7,68452780.76899981,3342.747376159772,2462.799999999352
NG8,82405744.09,3121.547940679586,2600
NG9,98537319.89799967,3025.494178451892,2422.100000000005
NN1,51236599.720999785,3391.3555547391966,2410.8
NN10,57341003.42299998,3207.5294189740994,2533.8999999991593
NN11,68753545.85,3843.7717811259577,2789.1000000009003
NN12,51183158.38,4336.085935106735,3012.8999999993366
NN13,38199031.792999946,4117.606100355712,2990.7
NN14,75440727.13699976,3694.6337791762453,2734
NN15,56115149.914000064,3111.8033557367085,2494.5
NN16,44233649.761000045,3144.497743726455,2437.3000000004513
NN17,44625764.039000094,3103.5373836150006,2448.3000000003617
NN18,47131360.34200003,3018.725443028248,2495.8999999992648
NN2,53783769.90799995,2976.412280464856,2374.299999999762
NN29,19226416.997000035,3687.460106827778,2753.5
NN3,99834611.70300147,3217.254091166945,2572.200000001506
NN4,69526989.22,3319.027554897837,2654.8999999990388
NN5,58288344.904999755,3003.4701347451823,2400.700000000455
NN6,70579013.39204866,4393.3403916619145,3085.2000000006065
NN7,52416707.57900001,4074.3651441119323,2946.800000000123
NN8,70288551.35,2974.9249312227407,2398.3999999990288
NN9,42784101.278999954,3291.084713769227,2542
NP10,34656245.42799999,3107.904710608913,2531.6000000004483
NP11,45637173.60300015,2759.033528988583,2314.800000000092
NP12,41919790.30900004,2877.53,2416.6999999996383
NP13,24199333.58900006,2689.4124904423275,2249.1999999996183
NP15,14702643.89000001,4174.515584894949,2915.199999999971
NP16,38393298.34600015,3538.8790069130932,2648.899999999533
NP18,25625753.377999928,3446.174472565886,2676.399999999988
NP19,69744821.84299994,2796.616618268573,2278
NP20,68391571.25699979,2862.4103819947177,2290.2
NP22,27241379.431000147,2662.1107623375497,2258.1000000002173
NP23,40982235.573999874,2730.146930517612,2299.399999999362
NP24,5616994.11,2614.9879455307264,2276
NP25,27450916.90899998,3755.255391108068,2667.5999999999817
NP26,31879825.05400002,3080.47,2507.8000000004618
NP4,57906092.9,2833.5336124390683,2351.100000000878
NP44,59505323.54899969,2733.489069272805,2309.6000000009053
NP7,43286663.621000096,3344.4072951402377,2472.600000000571
NP8,9574477.304999998,3679.660762874711,2689.5
NR1,43109918.87899992,2903.415872777473,2146.3999999994326
NR10,40268538.35,3993.310030940103,2865.8999999995276
NR11,38574772.72799992,4029.5385697273496,2699.6999999995396
NR12,48250469.93100001,4461.027175573226,3076.8999999993935
NR13,51028114.93399982,3828.352834721271,2725.800000000258
NR14,47135907.69400006,3823.7939234201394,2765.5
NR15,35005083.39900006,5044.687044098582,3566.1000000003014
NR16,27832314.414902337,5091.897990285828,3544.5
NR17,32072130.930000007,3978.1854291739032,2804.5
NR18,32202772.893000033,3322.6137941601355,2420.899999999763
NR19,32002300.53599992,3446.6667243941756,2533.8000000004326
NR2,36121186.91599993,2676.238194858111,2002.100000000402
NR20,42259882.00900002,4686.689809138296,3256.5
NR21,34570492.76,4083.9329899586533,2711.6999999995755
NR22,2661748.133999999,4929.163211111109,3318
NR23,7801559.841999999,3501.5977746858166,2059.2999999999142
NR24,10927790.277000021,4822.502328773178,3482.5
NR25,25350969.854999993,4301.148601119781,2627.6999999997297
NR26,14927413.32,3135.3525145977737,2230.9000000001993
NR27,20894372.14799999,3085.8620806380136,2182.4000000002484
NR28,28435166.447999965,3391.194567441856,2479.8999999999246
NR29,47047970.707999855,4598.570101456344,3283.300000000522
NR3,43454133.09700003,2627.8503324262238,2019.5
NR30,45018495.40700006,3115.4668101730144,2360.3999999993725
NR31,70043642.73600014,3072.6286513423465,2405.2999999991653
NR32,58420940.33000006,3100.7345857438595,2417.7999999996023
NR33,54064454.780999884,2991.283323060744,2332.2999999998106
NR34,37997356.95600005,3609.171443389063,2613.399999999579
NR35,21826528.347000007,4265.493130154388,2914.300000000252
NR4,30662238.481999986,3116.714625127057,2420.100000000255
NR5,38444711.12600012,2964.125761449508,2410.3999999994508
NR6,34595682.39799995,3027.5384963682463,2397.6000000004165
NR7,45950647.83200002,2884.3542672776357,2307.5
NR8,30582515.747000016,3147.644683717581,2455.100000000257
NR9,37413904.237999946,4280.767075286035,2917.8000000004563
NW1,85539838.40599976,3084.8511812903375,2009.1000000009622
NW10,116660727.22099976,3108.5487815022984,2310
NW11,59346166.532000005,4716.0017905276545,3148.5
NW2,90962391.3,3308.806202211629,2308.7999999988733
NW3,94721939.47800016,3806.08,2345.8999999990137
NW4,49538048.99099998,3995.0039508870955,2759
NW5,36843788.526000075,2719.0987842066475,1995.6999999995269
NW6,90500920.48,2914.4957002769384,2018.299999998897
NW7,47509316.24100006,3919.2638377330527,2744
NW8,61511874.300999865,3706.874430577309,2148
NW9,98209989.35500011,3283.407086189031,2477.100000000391
OL1,28193826.210999973,2952.851509321321,2440.5
OL10,39010027.79999996,2941.2672698484475,2416.6999999994846
OL11,59760876.18799999,3137.218551525014,2497.7999999994927
OL12,60816847.51699979,3077.308481354035,2465
OL13,23927911.69999995,3265.717442336557,2621.9000000000406
OL14,23969508.280999977,3197.213322795782,2406.300000000337
OL15,21033633.826000016,3122.57,2485.900000000263
OL16,48253681.71800003,3082.5144830714216,2533.6000000007484
OL2,55627215.87200015,2941.5269352228943,2389.2999999996237
OL3,25841587.752999917,3637.0989096410863,2745.199999999632
OL4,53505678.82339045,2992.152937221253,2433.8999999991856
OL5,15682415.410999982,2967.906020249807,2344
OL6,36945430.653999954,2795.2962589089775,2284.6999999994987
OL7,21503725.309999965,2829.0652953558697,2294.8000000003235
OL8,46687447.87800001,3001.4431294117658,2434.300000000127
OL9,47390144.388000295,2837.563282917208,2369.7000000000075
OX1,27570729.405999977,3729.3019621263325,2608.9000000000347
OX10,49431551.58,3819.1726475314686,2758.8000000003144
OX11,66230630.44800006,3453.1089910323285,2623.7000000006424
OX12,50783711.56699974,3611.6714008249583,2612.6999999997784
OX13,29445033.150000017,4274.830596689898,3003.399999999932
OX14,67328635.23,3306.7450139973525,2531.3999999990806
OX15,44359304.10000001,4697.585947262523,3248.8000000005054
OX16,72834357.34099984,3191.5497717453154,2509.3999999990233
OX17,37727908.50100012,4745.65,3286.3000000004636
OX18,49027549.123999946,4053.8737492971677,2872.600000000644
OX2,63817538.515999906,3665.9891151194797,2661.6000000008553
OX20,10913319.169000007,4079.7454837383207,2820.2000000001253
OX25,22166103.38599998,4289.106692337457,3047.4000000002557
OX26,53063724.63899994,3254.6445436089266,2557.6000000007843
OX27,17290538.252999984,5197.035844003602,3565.1999999998748
OX28,40880773.71100009,3215.414009045154,2520.3000000005154
OX29,51992895.731000125,4144.841815290189,2951.899999999305
OX3,58712594.03100002,3361.536358124357,2539.700000000328
OX33,13400739.005000016,4006.200001494773,2934.0999999998153
OX39,14509521.688999977,3970.8597944718053,2882.3000000000466
OX4,76394710.77699994,3101.945378309239,2383.700000000976
OX44,16578756.274000013,4647.815047378754,3194
OX49,11185026.50100001,5351.687321052636,3491.7999999998765
OX5,39355999.96300001,3680.194498129793,2726.8999999995185
OX7,53787823.903999925,4515.052791404342,3026
OX9,25956849.08000007,3778.2895312954975,2764
PA1,34311761.80900009,2596.4254111994014,1968.1999999995378
PA10,5662803.308000003,3080.9593623503824,2419.299999999917
PA11,9174525.079000007,3639.240412138043,2829.5
PA12,5278133.119000001,3274.276128411911,2478.100000000064
PA13,8656334.95,4135.850428571423,2944
PA14,21738796.15,2845.7646484344286,2323
PA15,23487554.165999945,2479.159189993661,1955.4000000000972
PA16,36972327.61099988,2786.998915347496,2339.300000000508
PA17,3326234.983000003,2951.4063735581212,2344.799999999988
PA18,3403332.0040000007,3504.9763171987647,2879.5
PA19,15122050.529000007,2714.4229992819974,2219.8000000001507
PA2,53432042.07699995,2714.0774154010232,2225.299999999705
PA20,11404406.112999985,2717.275700023823,1882.799999999872
PA21,4296738.835000003,4630.1065032327615,2935.600000000051
PA22,1276198.2,5317.492499999999,3712.599999999985
PA23,25427851.97800001,3516.0193553650456,2531.5
PA24,2530590.66,5091.731700201207,2924
PA25,347897.08,4348.71,3184.5
PA26,629829.7,6361.916161616161,4558.400000000008
PA27,3100432.7290000003,5477.8,3884.199999999977
PA28,16515403.228999995,3811.5400943918753,2665.0999999997866
PA29,8335913.100000002,4835.216415313226,3561.7999999998888
PA3,32855932.544000022,2628.2643423726117,2136.3999999996113
PA30,4916090.192999998,4862.601575667654,3740.8999999999373
PA31,18568519.59800003,5180.948548549116,3780.3000000002025
PA32,5012967.540000001,5709.530227790434,4023.799999999944
PA33,2351180.5579999997,4847.794964948453,3529
PA34,33920662.729999945,4879.968742626952,3609.6000000003182
PA35,5367779.672000001,5597.267645464026,4000.600000000063
PA36,134638.27,6731.91,5431.800000000001
PA37,10554774.208999997,5256.361657868524,3931.2999999998724
PA38,3553311.1,5731.146933870968,3820.6999999999925
PA4,32623846.92899993,2558.933793160242,2090.3999999996136
PA41,711619.4000000001,6187.994782608697,4426.5
PA42,3869760.6,4993.239483870968,3777.100000000054
PA43,3374937.4000000013,4970.452724594995,3878.700000000012
PA44,1274699.1000000003,5665.329333333335,3668.0999999999854
PA45,423498.3,5102.389156626506,4565
PA46,582091.5,4771.241803278688,3241.900000000005
PA47,908215.2999999998,3966.0056768558943,2209.599999999991
PA48,1298684.8999999997,4402.321694915253,3177.800000000016
PA49,709937.6259999999,4829.507659863945,3424.299999999992
PA5,30620686.165000144,2729.116413992883,2261.600000000331
PA6,9090100.384999998,3375.4550259933153,2853.599999999866
PA60,1006252.4,4746.473584905661,3462.9000000000133
PA61,614206.7000000002,3962.623870967743,2747
PA62,249422.30000000002,8907.939285714287,5808.100000000003
PA63,66170.6,6617.06,5040.900000000001
PA64,495590.1,4811.554368932038,3419.2999999999934
PA65,792969.5999999999,4925.277018633539,3252.5
PA66,721368.9000000001,5009.506250000001,3065.5
PA67,1288766.7999999998,4720.757509157508,3386.9000000000156
PA68,71768.70000000001,4485.543750000001,3542.099999999999
PA69,172474.59999999998,5072.782352941176,3720.100000000002
PA7,13127436.055999966,2960.6305944970604,2487.5999999997944
PA70,438435.1,5693.962337662338,4355.599999999998
PA71,296109.8,9253.43,6078.399999999997
PA72,1746881.2,5510.666239747635,3917
PA73,328203.89999999997,5293.61,4679.600000000001
PA74,129157.8,4166.38,3298.1000000000017
PA75,6109716.400000002,5061.902568351286,3764.2999999999147
PA76,734609.8999999999,5607.709160305343,4327.5
PA77,3742468.399999997,4892.1155555555515,3323.600000000048
PA78,866911.9000000001,4763.252197802199,3095.299999999995
PA8,18049346.369000006,2838.3938306337486,2431.5999999997466
PA80,1064129.5920000002,4343.386089795919,2860.5
PA9,2509076.7089999984,3284.131818062825,2687.899999999963
PE1,64916171.39899974,3145.4681363988634,2390.899999999106
PE10,37938476.654000156,3350.863509450641,2526
PE11,69510761.89800023,3381.202543924517,2531.100000000925
PE12,76694076.53399986,4071.891506981676,2921.7000000008425
PE13,65295842.54899991,3936.3300306848273,2855.8999999991306
PE14,48493885.459999956,4975.262692110388,3550.800000000419
PE15,49452812.75599992,3532.343768285709,2697.8999999992884
PE16,16404890.79100002,3286.2361360176324,2510.5
PE17,1223494.88,4652.071790874525,3528.900000000015
PE18,1301844.6809999999,6509.22,3396.599999999987
PE19,71571855.43700011,3417.296382591678,2571.399999999056
PE2,68007198.69799997,2947.990753738782,2345.1000000009462
PE20,27003840.52199998,3992.878977081174,2864.3000000003653
PE21,62369029.70799987,3050.576165712882,2354.100000000879
PE22,35592581.20699997,4775.604616530252,3390.600000000326
PE23,17385838.671999983,4240.448456585362,2896.3000000001257
PE24,28816263.341999967,4822.805580251041,3268.6999999996315
PE25,36094409.03800012,3353.2524189892347,2483.6
PE26,19770196.93000004,3570.5611215459708,2677
PE27,28112344.961000018,3001.5315995088636,2371.699999999586
PE28,89040911.54400001,4000.5801116053385,2871.9
PE29,43115275.285999894,3099.365630508223,2445
PE3,36967565.13099994,2982.2172580671136,2371.100000000489
PE30,64367594.326902375,3159.3,2419
PE31,49412103.77599991,4166.984632821716,2662.8000000005122
PE32,38877304.631000064,5267.213742175865,3743.699999999521
PE33,29772575.421000086,4414.68,3117.3000000003954
PE34,31786015.505000032,4952.635634933006,3511
PE35,236750.10000000003,4466.983018867925,2480.1000000000026
PE36,16276254.347000005,3501.022660141967,2236.4000000001956
PE37,19821137.649000004,3406.279025433924,2442.8000000002276
PE38,28427550.11304876,3752.811896112047,2669.1000000000354
PE4,37041961.97,2807.2726007578626,2279.6000000005124
PE5,3103536.586000002,4597.831979259262,3286.8999999999587
PE6,62783252.72499985,3629.5093493467366,2735.7999999995054
PE7,72087751.34100004,3266.9152243723393,2539.8999999990347
PE8,37491843.227000006,4713.583508549158,3184.5
PE9,54521476.33599993,3588.355688824531,2547.8000000000584
PH1,79051308.42600013,3367.04,2468.8999999990174
PH10,22976830.527000003,3746.425978640144,2711.199999999697
PH11,6663293.0890000025,3615.460167661423,2581.3999999999864
PH12,4281356.051000001,4164.743240272374,2901.5
PH13,8054885.76,3799.474415566033,2773.799999999892
PH14,4113686.4470000016,4385.593227078893,3127.600000000054
PH15,10814455.877999999,4545.799023959647,2933.2000000001203
PH16,11017602.43299999,4305.432760062521,2776.7000000001217
PH17,982263.7999999997,5846.808333333332,3416.900000000011
PH18,2354725.91,4915.920475991649,3240.3999999999805
PH19,236854.9,4468.96,3234.299999999999
PH2,66302775.15799973,3640.2094629405806,2657.2000000005496
PH20,4675186.100999999,4561.157171707316,3112.899999999943
PH21,7979199.009000004,5147.870328387099,3577.099999999959
PH22,16387100.40500002,5284.456757497588,3773.599999999785
PH23,2969667.316999999,5509.586858998143,3863.8999999999623
PH24,3223814.604999998,5529.699150943393,3892.100000000042
PH25,3765222.9519999987,5488.663195335275,3886.799999999986
PH26,12604920.368000004,5195.762723825229,3632.2999999999106
PH3,16242356.974000001,4302.611118940397,2768.0999999998035
PH31,1827444.599999999,5640.261111111108,3822.300000000023
PH32,2547433.54,4598.255490974729,3305.8999999999696
PH33,37765667.507000014,5315.364884869812,4018.1999999995123
PH34,3675206.0029999977,5518.327331831829,4149.2
PH35,1368926.5999999999,6250.806392694063,3729.5
PH36,5216428.1230000025,4798.921916283351,3477.7999999999356
PH37,594542.1230000001,5404.928390909092,4013.7999999999925
PH38,816397.4000000003,5371.035526315791,3472.5999999999904
PH39,1619687.613000001,5030.085754658388,3677.699999999978
PH4,2723973.3160000006,5159.040371212122,4034.300000000029
PH40,1074299.17,5240.483731707317,3430.4000000000133
PH41,2461083.800000001,5315.515766738664,3979.199999999969
PH49,3529206.153000002,5205.3188097345155,3660.8999999999537
PH5,2156909.9430000014,5063.168880281693,3602.800000000028
PH50,3448433.6749999993,5405.068456112852,3817.300000000002
PH6,5949616.503000006,4083.4704893617063,2744.1000000000645
PH7,16890657.89100002,3663.917113015189,2706.900000000225
PH8,5526712.741999998,4530.092411475408,2820.3999999999405
PH9,3394364.3880000003,5647.860878535774,3631.3999999999596
PL1,37869533.75800006,2739.9995483684293,2061.899999999542
PL10,9897974.646000007,4861.480670923383,3633.799999999876
PL11,17515907.77,3519.370658026924,2619.199999999819
PL12,34832673.308999926,3512.420420389223,2667.800000000467
PL13,22663647.98499996,4169.177333517285,2914.0999999997434
PL14,45963323.45900021,3919.110117581873,2874.399999999382
PL15,41660046.573000066,4236.327697071391,3064.3999999994858
PL16,4831920.988999997,5286.565633479209,3911.799999999942
PL17,18821343.840000056,3953.2333207309507,2956.599999999758
PL18,10190079.024000011,3954.2409871944164,2949.700000000126
PL19,27636297.917000063,3413.5743474555416,2546.1999999996115
PL2,41154905.18199994,2797.3698465198436,2336.5
PL20,21017446.864000034,3897.1716788429508,2922.6999999997215
PL21,28716191.711000066,3398.365882958588,2621.3999999998377
PL22,7570702.749000004,3955.4350830721023,2848.599999999965
PL23,9958696.032000002,4081.4328000000005,2787.7999999998815
PL24,17213573.546000004,3665.5821009369683,2771.099999999769
PL25,45741553.37900005,3547.2317471112874,2706.8
PL26,68876534.60899985,5409.718395303161,4272.299999999183
PL27,33237500.247999936,4358.4448266456775,3017.1999999995746
PL28,13043246.432999987,3624.1307121422583,2311.700000000131
PL29,5002438.007000002,5646.092558690747,4211.7000000000635
PL3,40060634.71799995,2976.9365176488036,2475.199999999476
PL30,27285811.403999988,5357.512547418022,4028.1000000000563
PL31,26329977.414000023,3483.7228650436655,2677.1000000000367
PL32,10687891.570000008,4985.024053171645,3978.7000000001167
PL33,5401181.761000001,5505.791805300714,4446.200000000081
PL34,5384001.387999998,4985.186470370369,3681.2999999999292
PL35,3445840.21,5409.482273155416,4078.2000000000094
PL4,43206556.19500013,2909.7283450064065,2232.699999999477
PL5,56086206.39000004,2897.014792871903,2419.200000000468
PL6,53565578.82,2869.2259265091916,2386.2000000003395
PL7,41679308.11,3090.790367964405,2544.1000000006325
PL8,12192166.587000009,3979.166640665799,2864.2999999999074
PL9,42602736.365000024,2997.026828350336,2454.300000000392
PO1,38910234.8,2963.009046832166,2259.3999999995012
PO10,28543587.76900005,3130.4658663084065,2435.3000000004135
PO11,30800397.843000036,3473.990282314464,2614.6999999995724
PO12,65605060.36,3030.256829471081,2399.1000000009235
PO13,49828066.09699992,3222.614545142926,2548.199999999995
PO14,44912938.83199993,3101.079806117512,2500.800000000268
PO15,33056974.676999986,3199.1652643956245,2517.300000000462
PO16,46575641.632000014,3183.3532658054824,2565
PO17,13293524.53600001,4369.9949165023045,3024.799999999946
PO18,31875841.56999998,4485.1331884057945,2933.699999999608
PO19,51833221.86899996,3138.7442090953105,2349.5
PO2,52052873.223999895,2928.761223428791,2390.5
PO20,64714835.651999876,3617.5770390742846,2598
PO21,64279069.040999904,3275.199686181591,2519.7000000006014
PO22,47437619.43800009,3238.7259806103702,2542.5
PO3,26404355.22600002,3006.6448674561625,2473
PO30,50050768.21999997,3476.7135468185584,2613.100000000708
PO31,23325484.257999968,3186.1063048763785,2382.300000000323
PO32,12104533.133000016,2908.345298654497,2228.4000000001743
PO33,48884970.40799987,3139.8914771661553,2362.8999999993093
PO34,4547942.3989999965,2960.899999348956,2208
PO35,7204155.641000003,3330.6313643088315,2402.700000000098
PO36,24616267.047999997,3045.436972411233,2303
PO37,14922123.233000012,3114.6155777499503,2292.599999999795
PO38,28144364.773195326,3989.279202437325,2712.400000000047
PO39,4744604.130000003,3367.3556635912014,2313.3999999999423
PO4,52114884.68,2857.4890162298443,2227.600000000766
PO40,9649717.898999982,3041.196942641028,2228.7000000001212
PO41,5712137.61,4259.610448173005,2614.4
PO5,39797202.400999986,3006.512230943566,2157.1
PO6,58547375.44400005,3349.0090060633825,2651.200000000442
PO7,64303703.82700007,3306.273012854135,2622.5
PO8,51952128.86200001,3379.879569448963,2724.7000000001713
PO9,69927003.12900025,3164.9770584321645,2560.5
PR1,93024554.26000027,3073.464640037013,2432.3999999995685
PR2,107540684.18000028,3072.0643369708127,2493.0999999994315
PR25,44331046.71400003,2900.68,2408.3000000002157
PR26,20953027.23700001,3398.7067699918916,2648.4000000002598
PR3,70845463.14,3653.334526608901,2679.7000000007165
PR4,99164742.31699984,3365.395449568989,2631.799999998537
PR5,55453729.55,2981.062765025261,2408.2999999996455
PR6,51624043.21899992,3209.4524848616675,2542.8999999992293
PR7,89044150.16299991,3168.830966654801,2542.1000000006275
PR8,78464819.16699994,3119.0054126883147,2492.299999998896
PR9,61674755.46604857,2994.501624880975,2348.7000000005482
RG1,74318169.79599975,3420.0722409571904,2392.1000000009244
RG10,36299583.60699995,4528.956158078596,3307.8000000004677
RG12,85340117.53399995,3380.2082439101655,2722.6000000008853
RG14,71399955.77700004,3569.8192978851075,2731.2000000008265
RG17,36615445.85399997,5123.907900083959,3384
RG18,32367250.77800003,4257.168325397874,3198.5
RG19,27115339.506999977,3751.9495651030825,2821.5
RG2,63946162.79100014,3350.4224453002275,2621.799999999371
RG20,49404175.463000014,5948.726726429863,4160.399999999361
RG21,44660688.719999865,3243.3325141612104,2486.399999999369
RG22,53777516.425999895,3091.5502400689793,2548.5
RG23,20518277.514999997,3329.8081004543974,2660.8000000002967
RG24,52067603.59099981,3105.361936601647,2478.899999999218
RG25,20211764.800000034,5040.34,3292.0999999997666
RG26,38801888.66,3852.8337465991463,2885.399999999522
RG27,44024544.88599981,4115.212645915107,2958.899999999439
RG28,10980304.87199999,3821.8951869126313,2736.400000000139
RG29,11783041.82400002,4053.3339607843204,2837.7000000001303
RG30,64619162.29800019,3294.7107682659557,2535.299999999386
RG31,39519245.72699994,3366.4916710963403,2770.8000000005186
RG4,61972708.039999954,3661.391234786716,2855.299999999454
RG40,54685233.37500011,3911.9560322626876,2944
RG41,47131134.536999956,3633.857712952965,2903.3000000001443
RG42,47080750.60299999,3742.210524044193,2877.2
RG45,24324243.111000005,3867.7441741135326,3059.699999999637
RG5,36973030.01599993,3327.31,2714.8000000005013
RG6,46915630.56,3329.4748818394723,2717.3000000000925
RG7,69660158.60599995,4648.349032830638,3246
RG8,41653172.15300006,5070.380055143038,3427.399999999555
RG9,59342157.33999991,5332.209303621162,3471.8000000000648
RH1,76011052.36099996,3541.987528471573,2698.600000000982
RH10,102961902.60899933,3397.746183843162,2637.599999999927
RH11,70856052.33,3112.909776381698,2542.200000000947
RH12,83558886.65600018,3591.150363417577,2692
RH13,75542688.56,4494.45,3144.7999999992453
RH14,36126093.672000006,4784.913069139074,3290.800000000449
RH15,47782956.89799996,3244.3615492938593,2598.5
RH16,60052256.085999936,3374.859845228725,2598.1000000008535
RH17,44757451.33,5162.931286873042,3474.899999999486
RH18,8301379.9619999975,4410.94,3137.5999999999385
RH19,61028330.31399992,3916.0889575205288,2874.700000000354
RH2,45990584.77700002,4064.9270617818647,3035.8999999993666
RH20,54782721.77900008,4522.638634442342,3163
RH3,8333643.687000004,4668.707947899162,3330
RH4,26613469.741999988,3573.7168983483266,2680.8000000003763
RH5,36414088.19995122,5394.6797333261065,3597.3999999997213
RH6,53677223.85899984,3617.7949625261062,2748.600000000769
RH7,16043807.505999988,4459.090468593659,3091
RH8,28827014.857000038,4358.484254157853,3169.300000000394
RH9,9090210.339000007,3938.5660047660344,2909.7000000001176
RM1,34186903.823999934,3526.9683095016953,2775.399999999603
RM10,46060596.42200023,3077.476877263328,2490.8000000001753
RM11,50683334.66499956,3939.6295891954574,3021.199999999953
RM12,46616096.55499998,3174.618397916098,2639.5
RM13,42226326.618999995,3145.818864560828,2557.600000000633
RM14,43047515.89,3825.425743535057,3000.3000000005045
RM15,40686351.73799995,3253.6066963614517,2593.300000000518
RM16,60945802.55,3670.549418874994,2924.2000000005573
RM17,44464722.411000006,3769.155074256167,2894.1999999995346
RM18,26749686.147000052,3685.5450739873313,2912.800000000397
RM19,14153235.407999994,4661.803494071144,3611.3000000000743
RM2,20591581.16099997,3473.0276878056957,2709.199999999713
RM20,9120727.782999981,2994.3295413657193,2379.7999999998774
RM3,56764624.527000204,3051.5334118374476,2483.5
RM4,10332374.03,5461.085640591966,3826.2000000001226
RM5,25790384.964999977,3317.944804451303,2706.600000000092
RM6,42481881.33499974,3355.5988416271516,2656.5
RM7,39300153.39099991,3155.624971173913,2514.100000000551
RM8,49639510.28099987,3019.067648765349,2426.299999999969
RM9,41360227.60000008,2937.0989632154583,2405.1000000006215
S1,17863842.959000014,4703.486824381257,3819.5999999997543
S10,60555726.05499972,3344.326837963203,2512.3999999991565
S11,51002181.72199972,3465.999437444765,2709.2999999999706
S12,42694471.40199989,2741.3940800051296,2248.3000000003794
S13,38124755.01799984,2759.0646271529777,2259.6999999994905
S14,11472124.91199999,2601.9788868224064,2102.5999999998257
S17,25999700.695000034,3576.7919514376163,2778
S18,34382919.435999915,3102.591539072362,2480
S2,55184994.202999935,2790.0800952019786,2219
S20,37918160.5,2753.0792492557835,2300.600000000562
S21,26109642.46699999,2884.4059287450277,2358.8999999998873
S25,28111012.176999938,2972.8227767554927,2439.6000000002155
S26,34095410.92000001,2996.608447881878,2432.1000000004274
S3,26657734.234000005,3467.8983002471714,2591.1000000000136
S30,590847.8679999999,3624.8335460122694,2437.200000000007
S31,318039.01,3419.7743333333333,2770.200000000005
S32,11040473.925000006,4057.5060363836847,2779.0999999998703
S33,8378639.129999996,3551.7758075455686,2484.400000000059
S35,54147176.76,2967.9443522253723,2386.7000000002786
S36,40376625.000024356,3112.1184677065175,2451
S4,13039345.98,2629.430526114136,2085
S40,47628332.96000009,2791.976842722322,2247.199999999911
S41,51313967.87399987,2856.0120150275434,2265.6000000007675
S42,42478192.46299993,3055.5454224571954,2433.5
S43,52901319.276000164,2851.669412754038,2328.799999999743
S44,31296676.057000104,2961.4568562642035,2361.899999999688
S45,21932604.830000035,3109.6845073018626,2337.900000000261
